#,NAME,NAME ARABIC,TYPE EN,TYPE AR,SUBTYPE EN,SUBTYPE AR,BLOCK,POINT_X_Longitude,POINT_Y_Latitude
481,BAHRAIN TRAINING INSTITUTE,معهد البحرين للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,841,50.5456093,26.1592782799999
482,BAISAN INSTITUTE OF HOSPITALITY,معهد بيسان للضيافة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.59721625,26.2317622899999
483,BAIT AL TALEEM - ENGLISH LANGUAGE INSTITUTE,بيت التعليم - معهد اللغة الإنجليزية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,732,50.53358249,26.15120997
484,BAS AIRCRAFT ENGINEERING TRAINING CENTRE,مركز باس لتدريب هندسة الطيران,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,224,50.6318725599999,26.2641157499999
485,BERLITZ INSTITUTE,معهد بيرلتز,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,336,50.59266547,26.20663529
486,BRIDGE TRAINING SOLUTIONS,بريدج لحلول التدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,373,50.5705839999999,26.20214022
487,BRITISH COUNCIL,المجلس الثقافي البريطاني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,356,50.5608841299999,26.2144609899999
488,BRITISH LANGUAGE CENTRE,المركز البريطاني للغات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,575,50.4785685,26.18672314
489,CAPITAL INSTITUTE,معهد العاصمة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,332,50.5832774599999,26.2106172
490,COMPUTER AIDED TECHNOLOGIES CENTRE,مركز تكونولوجيا الحاسوب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,315,50.5680965299999,26.23107599
491,DAR AL MAAREFA INSTITUTE,معهد دار المعرفة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,408,50.54812588,26.2281083799999
492,DELMON ACADEMY OF THE MANAGEMENT SCIENCE,أكاديمية دلمون للعلوم الإدارية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,711,50.5626296499999,26.20163745
493,DISTINCTION TRAINING INSTITUTE,مركز ديستنكشن للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,328,50.5793198,26.21623535
494,EASTERN INSTITUTE OF TECHNOLOGY,المعهد الشرقي للتكنولوجيا,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,321,50.58968139,26.22600462
495,ENGLISH PLUS INSTITUTE,معهد انجلش بلس,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,207,50.60823699,26.25208415
496,FATIMAH AL ZAHRA' CENTER FOR ISLAMIC STUDIES,مركز فاطمة الزهراء للدراسات الإسلامية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,734,50.51974723,26.1525418999999
497,FUTURE INFORMATION TECHNOLOGY CENTRE,مركز المستقبل لتكنولوجيا المعلومات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,319,50.59534072,26.23430652
498,GLOBAL INSTITUTE,المعهد العالمي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58550417,26.2025434
499,GULF ACADEMY,أكاديمية الخليج,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,309,50.58216423,26.21987133
500,GULF INTERNATIONAL INSTITUTE,معهد الخليج الدولي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,318,50.5954599599999,26.23113237
501,GULF INTERNATIONAL INSTITUTE,معهد الخليج الدولي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.59663194,26.22933073
502,GULF INTERNATIONAL INSTITUTE,معهد الخليج الدولي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.59611874,26.22972699
503,HANAN TRAINING INSTITUTE,معهد حنان للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,711,50.55701998,26.19136186
504,HUMAN PERFORMANCE IMPROVEMENT,تطوير الأداء البشري,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,328,50.57884158,26.21374833
505,INDIAN INSTITUTE FOR PERFORMING ARTS,المعهد الهندي للفنون المسرحية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,328,50.5791904399999,26.2136403599999
506,INMA TRAINING AND DEVELOPMENT CENTER,مركز إنماء للتدريب والتطوير,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,1038,50.4893034099999,26.09322505
507,ISA BIN SALMAN MOSQUE INSTITUTE FOR ISLAMIC STUDIES,معهد جامع عيسى بن سلمان للدراسات الإسلامية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,904,50.54106325,26.13047024
508,JAAFARI RELIGIOUS INSTITUTE,المعهد الجعفري الديني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,324,50.60069756,26.21804416
509,LIFE INSTITUTE,معهد الحياة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,433,50.53426213,26.2095562099999
510,LOGIC INSTITUTE,معهد لوجك,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,436,50.53182161,26.23557611
511,MANAGEMENT CONSULTANCY GROUP,مجموعة الاستشارات الإدارية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,315,50.5680267099999,26.23103481
512,MODERN INSTITUTE,المعهد الحديث,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,243,50.64156796,26.25618331
513,MODERN INSTITUTE,المعهد الحديث,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,337,50.59297739,26.2036197199999
514,MODERN INSTITUTE,المعهد الحديث,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,1204,50.4992743399999,26.13647285
515,MODERN SCIENCE AND COMPUTER INSTITUTE,معهد الكمبيوتر والعلوم الحديثة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,709,50.55327544,26.1779684199999
516,NATIONAL INSTITUTE FOR INDUSTRIAL TRAINING,المعهد الوطني للتدريب الصناعي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,115,50.6805104999999,26.22008533
517,NATIONAL INSTITUTE OF TECHNOLOGY - NIT,المعهد الوطني للتقنية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,358,50.5595549199999,26.21311407
518,OASIS TRAINING CENTER,مركز أويسيس للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,473,50.5006722999999,26.2190114799999
519,PERFORMING ART CENTRE,مركز الفنون الأدائية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,473,50.5013974,26.2184279499999
520,PROFESSIONAL TRAINING INSTITUTE,معهد بروفيشنل للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,337,50.59736926,26.20141522
521,REGAL GULF TRAINING CENTRE,مركز ريجال الخليج للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,408,50.54216222,26.22669537
522,REHABILITATION INSTITUTE - RIA,المعهد التأهيلي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,326,50.58980625,26.21613062
523,SARD CHILD'S CULTURAL HOUSE,سرد بيت الطفل الثقافي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,729,50.56887674,26.1678664499999
524,SCORE TRAINING CENTER,معهد سكور للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,1014,50.48986026,26.1454600299999
525,SHEIKH NASSER CENTER FOR REHABILITATION AND VOCATIONAL TRAINING,مركز الشيخ ناصر للتأهيل والتدريب المهني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,957,50.6121554699999,26.02880145
526,SPECIFIC COUNCIL FOR VOCATIONAL TRAINING IN INDUSTRY,مجلس التدريب المهني للصناعة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.5795818,26.20524641
527,SUCCESS TRAINING CENTER,مركز النجاح للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58186829,26.2045038
528,SYLVAN LEARNING CENTRE,مركز سيلفان للتعلم,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,439,50.53357597,26.20542937
529,TALENTED STUDENTS CARE CENTER,مركز رعاية الطلبة الموهوبين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,221,50.6084780999999,26.2606992199999
530,THE AMIRI ACADEMY OF MEDICAL SPECIALISTS,أكاديمية العامري للإختصاصات الطبية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,810,50.5482246099999,26.1744304499999
531,THE CHILDREN'S ACADEMY,أكاديمية الأطفال,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,579,50.4808156599999,26.1602754299999
532,THE GULF ACADEMY FOR DEVELOPMENT OF HUMAN RESOURCE,أكاديمية الخليج لتنمية الموارد البشرية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,336,50.5905918099999,26.21009395
533,THE NINE TRAINING CENTER,مركز ناين للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,331,50.57575957,26.2050565099999
534,THE SAUDI BAHRAIN INSTITUTE FOR THE BLIND,المعهد السعودي البحريني للمكفوفين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,841,50.5504476899999,26.1581101499999
535,THE SAUDI BAHRAINI INSTITUTE FOR THE BLIND,المعهد البحريني السعودي للمكفوفين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,841,50.5488582899999,26.15753904
536,THE SUPREME COUNCIL FOR TRAINING CAREER,المجلس الأعلى للتدريب المهني,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,718,50.5416250999999,26.16782716
537,TRAINING PLUS INSTITUTE,معهد ترينينج بلاس,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,318,50.58789565,26.2362419399999
538,VICTORY TRAINING & DEVELOPMENT INSTITUTE (VTDI),معهد فيكتوري للتدريب والتطوير,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,362,50.56107089,26.2019337
539,YELLOW HAT TRAINING CENTRE,مركز القبعة الصفراء للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,351,50.5543631,26.22538691
540,YOUTH AFFAIRS DIRECTORATE ,إدارة شئون الشباب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,325,50.59168863,26.2221507
541,AL AHLIYA UNIVERSITY,الجامعة الأهلية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,319,50.59337431,26.2353802499999
542,AMA INTERNATION UNIVERSITY,جامعة اي ام اي الدولية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,712,50.5197167999999,26.18339851
543,APPLIED SCIENCE UNIVERSITY,جامعة العلوم التطبيقية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,623,50.61557126,26.1427860199999
544,ARAB OPEN UNIVERSITY - AOU,الجامعة العربية المفتوحة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,368,50.5357618199999,26.20313037
545,ARAB OPEN UNIVERSITY - AOU,الجامعة العربية المفتوحة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,732,50.5287939299999,26.15596729
546,ARABIAN GULF UNIVERSITY,جامعة الخليج العربي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,329,50.5713626699999,26.21432579
547,BAHRAIN POLYTECHNIC,بوليتكنك البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,840,50.5441353,26.16270442
548,COLLEGE OF HEALTH SCIENCES,كلية العلوم الصحية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,329,50.57466582,26.2165973299999
549,DELMON UNIVERSITY FOR SCIENCE & TECHNOLOGY,جامعة دلمون للعلوم والتكنولوجيا ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,319,50.59299353,26.23649731
550,GULF UNIVERSITY,الجامعة الخليجة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,743,50.57492166,26.1509264399999
551,INSTITUTE OF PUBLIC ADMINISTRATION - BIPA,معهد الإدارة العامة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,436,50.53292488,26.2356607599999
552,NEW YORK INSTITUTE OF TECHNOLOGY,جامعة نيويورك للتكنولوجيا ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,338,50.5934425299999,26.21167294
553,ROYAL COLLEGE OF SURGEONS IN IRELAND MEDICAL UNIVERSITY OF BAHRAIN,جامعة كلية طب الجراحين الملكية الأيرلندية بالبحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,228,50.59731344,26.2612489099999
554,ROYAL UNIVERSITY FOR WOMEN,الجامعة الملكية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,942,50.5499872199999,26.10108165
555,TALAL ABU GHAZALEH UNIVERSITY COLLEGE OF BUSINESS (TAG-UCB),كلية طلال أبو غزالة الجامعية للأعمال,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,351,50.55652971,26.2242421099999
556,THE KINGDOM UNIVERSITY,جامعة المملكة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,939,50.5837317599999,26.13575281
557,UNIVERSITY COLLEGE OF BAHRAIN,كلية البحرين الجامعيه ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,575,50.4803752099999,26.1928028399999
558,UNIVERSITY MEDICAL CENTER OF KING ABDULLAH MEDICAL CITY,المركز الطبي الجامعي - مدينة الملك عبدالله الطبية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,328,50.5746365999999,26.21298625
559,UNIVERSITY OF BAHRAIN,جامعة البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,840,50.54428781,26.16263906
560,UNIVERSITY OF BAHRAIN,جامعة البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,UNIVERSITIES,جامعات,1054,50.5150947699999,26.0524706299999
