District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Khotang,Sagarmatha,Hill,Eastern,833,12009,BIDDHYODAYA MA VI DORPA OKHARBOTE,27.4,49.5,34.1,27.6,38.0,36.4,62,62,0,0,32,16,48,14,77.4
Khotang,Sagarmatha,Hill,Eastern,834,12010,SHREE KRISHNA MA VI TEMMA,30.8,37.9,39.0,34.6,24.6,37.8,60,60,0,1,18,3,22,38,36.7
Khotang,Sagarmatha,Hill,Eastern,835,12011,BHAGAWATI MA VI KHOTANG BAZAR,30.6,44.7,39.7,32.4,33.5,46.5,91,91,0,5,61,7,73,18,80.2
Khotang,Sagarmatha,Hill,Eastern,836,12012,CHISAPANI MA VI CHISAPANI,29.6,39.7,51.3,30.3,37.9,44.3,108,108,0,9,78,3,90,18,83.3
Khotang,Sagarmatha,Hill,Eastern,837,12013,MAHENDRODAYA MA VI CHUINCHUMBA OKHRE,40.0,49.2,48.5,38.6,46.7,45.0,60,60,0,9,47,1,57,3,95.0
Khotang,Sagarmatha,Hill,Eastern,838,12014,SIMPANI MA VI SIMPANI,41.6,44.0,37.0,41.3,40.4,41.6,122,122,0,4,88,10,102,20,83.6
Khotang,Sagarmatha,Hill,Eastern,839,12015,SAKELA MA VI RATANCHHA,26.4,50.0,32.9,25.9,35.8,38.4,75,75,0,0,43,11,54,21,72.0
Khotang,Sagarmatha,Hill,Eastern,840,12016,SARASWATI MA VI MATTIM BIRTA,33.1,53.2,64.9,33.8,35.5,37.7,138,138,0,25,94,4,123,15,89.1
Khotang,Sagarmatha,Hill,Eastern,841,12017,JANATA MA VI BHANDARIDANDA BATASE,35.5,37.5,35.9,37.6,32.9,33.2,123,121,0,3,56,20,79,42,65.3
Khotang,Sagarmatha,Hill,Eastern,842,12018,JALAPA MA VI JALAPA,28.2,37.6,25.2,33.1,33.4,43.6,47,47,0,2,15,3,20,27,42.6
Khotang,Sagarmatha,Hill,Eastern,843,12019,BAL KANYA MA VI PHAKTANG DHARTUNG,28.6,45.4,50.1,29.7,36.3,42.7,73,73,0,6,58,2,66,7,90.4
Khotang,Sagarmatha,Hill,Eastern,844,12020,KUHUNDANDA MA VI KHARTAMCHHA PHEDI,19.1,30.5,26.2,25.6,26.9,32.1,94,93,0,0,11,4,15,78,16.1
Khotang,Sagarmatha,Hill,Eastern,845,12021,MANOKAMANA JANAKALYAN MA VI NIRMALIDANDA,23.1,41.4,15.1,19.0,38.8,40.1,77,76,0,0,8,0,8,68,10.5
Khotang,Sagarmatha,Hill,Eastern,846,12022,SHIDDHESHAWARI MA VI KHIDIM,27.2,48.6,39.6,33.1,38.1,42.4,34,33,0,0,27,0,27,6,81.8
Khotang,Sagarmatha,Hill,Eastern,847,12023,SHANKHESWORI MA VI BARAHAPOKHARI,37.3,50.2,45.4,48.7,34.9,47.5,36,36,0,4,30,0,34,2,94.4
Khotang,Sagarmatha,Hill,Eastern,848,12024,MAKPA MA VI MAKPA,28.3,45.5,33.0,32.2,47.8,45.3,42,42,0,3,19,1,23,19,54.8
Khotang,Sagarmatha,Hill,Eastern,849,12025,KALIKA MA VI KHARMI,28.2,33.2,20.8,38.2,30.5,38.4,50,48,0,0,11,1,12,36,25.0
Khotang,Sagarmatha,Hill,Eastern,850,12026,SHARADA MA VI HAUNCHUR,35.8,41.2,41.1,51.3,36.3,41.0,39,38,0,2,33,0,35,3,92.1
Khotang,Sagarmatha,Hill,Eastern,851,12027,MA VI MAJHUWA BASBOTE (LAPHYANG),35.0,38.6,40.0,30.8,41.4,39.0,97,95,0,1,67,10,78,16,82.1
Khotang,Sagarmatha,Hill,Eastern,852,12028,JANATA MA VI SALLE-1 HALESI,32.9,46.2,54.4,38.5,41.8,47.2,25,25,0,4,20,0,24,1,96.0
Khotang,Sagarmatha,Hill,Eastern,853,12029,SARASWATI MA VI ARKHAULE,33.2,38.4,57.7,50.9,33.9,42.0,41,40,0,2,27,0,29,11,72.5
Khotang,Sagarmatha,Hill,Eastern,854,12030,BINA MA VI LIKUWA POKHARI,37.8,43.2,61.7,32.8,32.8,44.6,27,27,0,1,22,0,23,4,85.2
Khotang,Sagarmatha,Hill,Eastern,855,12031,MOUNT EVEREST ENGLISH BOARDING SCHOOL DIKTEL-2,59.8,59.4,75.3,43.5,55.6,55.7,16,16,2,13,1,0,16,0,100.0
Khotang,Sagarmatha,Hill,Eastern,856,12032,KALIKA MA VI NERPA,28.3,45.5,36.7,24.8,34.7,39.3,58,58,0,0,38,4,42,16,72.4
Khotang,Sagarmatha,Hill,Eastern,857,12033,SHISHU MA VI RIBDUNG MAHESHWARI,20.2,36.0,16.9,21.5,36.0,35.0,89,88,0,0,11,1,12,76,13.6
Khotang,Sagarmatha,Hill,Eastern,858,12034,SAPTAKANYA MA VI CHIPRING,27.1,47.2,33.6,31.6,31.7,49.2,43,43,0,0,22,4,26,17,60.5
Khotang,Sagarmatha,Hill,Eastern,859,12035,VISHWAJYOTI MA VI LAMIDANDA,30.5,46.6,59.1,52.7,45.5,44.4,33,33,0,2,28,0,30,3,90.9
Khotang,Sagarmatha,Hill,Eastern,860,12036,RADHAKRISHNA MA VI CHYANDANDA,23.9,42.7,18.5,17.1,39.6,41.6,30,30,0,0,2,0,2,28,6.7
Khotang,Sagarmatha,Hill,Eastern,861,12037,SARASWATI MA VI DANDAKHARKA CHHITAPOKHARI,27.4,41.0,45.5,40.2,43.4,41.6,80,79,0,9,45,2,56,23,70.9
Khotang,Sagarmatha,Hill,Eastern,862,12038,LAXMI MA VI BADAHARE KHOKSELI,23.5,40.6,30.5,26.9,38.0,38.1,193,191,0,1,78,16,95,96,49.7
Khotang,Sagarmatha,Hill,Eastern,863,12039,SARASWATI MA VI PATHEKA,25.8,32.7,20.0,36.4,30.3,39.7,84,84,0,1,16,4,21,63,25.0
Khotang,Sagarmatha,Hill,Eastern,864,12040,PANCHA MA VI DIKTELBAZAR,29.0,41.5,39.9,34.0,41.6,51.4,104,104,0,11,67,2,80,24,76.9
Khotang,Sagarmatha,Hill,Eastern,865,12041,DIKTEL ENGLISH BOARDING SCHOOL DIKTELBAZAR,59.6,61.3,79.7,53.3,64.4,60.9,18,18,0,18,0,0,18,0,100.0
Khotang,Sagarmatha,Hill,Eastern,866,12042,JYOTI MA VI RAJAPANI KHAMTEL,27.5,35.7,44.0,31.6,24.7,39.1,51,49,0,0,17,1,18,31,36.7
Khotang,Sagarmatha,Hill,Eastern,867,12043,SABITRA MA VI BAMRANG,36.6,38.7,46.0,38.3,41.0,47.6,29,29,0,1,22,1,24,5,82.8
Khotang,Sagarmatha,Hill,Eastern,868,12044,MAHENDRODAYA MA VI YAMKHA,28.8,41.8,42.9,35.1,30.9,45.2,28,28,0,0,18,0,18,10,64.3
Khotang,Sagarmatha,Hill,Eastern,869,12045,JALPA MA VI NUNTHALA,34.4,43.0,45.5,33.8,28.4,41.7,36,36,0,1,18,0,19,17,52.8
Khotang,Sagarmatha,Hill,Eastern,870,12046,MAHENDRODAYA MA VI HALESI MAHADEVSTHAN,37.9,43.5,59.6,36.2,39.6,44.5,68,68,0,5,59,1,65,3,95.6
Khotang,Sagarmatha,Hill,Eastern,871,12047,CHYASMITAR MA VI CHYASMITAR,25.9,42.2,34.1,30.3,38.3,37.3,83,83,0,2,32,15,49,34,59.0
Khotang,Sagarmatha,Hill,Eastern,872,12048,KALIKA MA VI BAKACHOL,23.9,38.1,26.5,23.4,36.5,38.4,60,60,0,0,15,2,17,43,28.3
Khotang,Sagarmatha,Hill,Eastern,873,12049,CHAMPAWATEE MA VI BIJAYAKHARKA BASERI,33.9,42.3,56.1,47.3,27.7,41.6,43,42,0,8,14,0,22,20,52.4
Khotang,Sagarmatha,Hill,Eastern,874,12050,SURYA MA VI RAWA SUNGDEL,22.6,33.3,35.3,20.5,33.2,31.1,65,65,0,0,14,7,21,44,32.3
Khotang,Sagarmatha,Hill,Eastern,875,12051,SHANTI MA VI CHHORAMBU,39.1,57.8,64.3,47.0,48.0,46.9,30,30,0,15,14,0,29,1,96.7
Khotang,Sagarmatha,Hill,Eastern,876,12052,DHIPLUNG MA VI CHHITAPOKHARI SEMMA,25.1,37.2,35.8,30.2,26.2,40.8,30,29,0,1,9,3,13,16,44.8
Khotang,Sagarmatha,Hill,Eastern,877,12053,SAWA KALI MA VI SAWAKATAHARE,29.8,50.3,60.9,55.5,36.1,50.4,40,40,0,10,26,0,36,4,90.0
Khotang,Sagarmatha,Hill,Eastern,878,12054,LAXMI MA VI KAHULE,34.4,40.8,57.5,25.6,29.8,40.2,25,25,0,2,12,1,15,10,60.0
Khotang,Sagarmatha,Hill,Eastern,879,12055,RATNA RAJYA LAXMI MA VI KUBHINDE,36.3,41.5,49.9,39.6,48.8,41.0,35,35,0,5,27,2,34,1,97.1
Khotang,Sagarmatha,Hill,Eastern,880,12056,SHITALA MA VI KHALLE,29.8,40.9,39.5,22.8,35.0,42.3,34,34,0,5,8,6,19,15,55.9
Khotang,Sagarmatha,Hill,Eastern,881,12057,BULAPANTHE MA VI DHITUNG-2,34.3,51.3,53.7,41.6,39.6,48.6,44,44,0,13,25,0,38,6,86.4
Okhaldhunga,Sagarmatha,Hill,Eastern,882,13000,PRIVATE OKHALDHUNGA,23.9,43.6,18.6,25.5,41.6,38.6,11,11,0,0,3,0,3,7,27.3
Okhaldhunga,Sagarmatha,Hill,Eastern,883,13001,SAGARMATHA JANATA MA VI,25.2,48.0,29.1,26.5,35.8,42.2,102,102,0,8,32,1,41,61,40.2
Okhaldhunga,Sagarmatha,Hill,Eastern,884,13002,BARUNESHWAR MA VI RAMPUR,31.4,47.2,34.5,35.8,40.6,49.5,68,68,1,13,26,0,40,28,58.8
Okhaldhunga,Sagarmatha,Hill,Eastern,885,13003,RUMJATAR MA VI RUMJATAR,23.9,48.3,45.4,42.9,41.5,38.8,99,98,0,7,57,1,65,33,66.3
Okhaldhunga,Sagarmatha,Hill,Eastern,886,13004,HIMALAYA MA VI NISANKHE,41.9,45.6,37.2,34.2,49.1,33.7,61,61,0,6,42,6,54,7,88.5
Okhaldhunga,Sagarmatha,Hill,Eastern,887,13005,PRABUDDHA MA VI CHYANAM,27.5,44.0,38.5,26.6,48.2,34.7,81,81,0,4,52,0,56,25,69.1
Okhaldhunga,Sagarmatha,Hill,Eastern,888,13006,CHANDESHWORY MA VI RAGANI,39.0,53.0,51.5,29.7,37.1,50.4,54,54,0,10,35,0,45,9,83.3
Okhaldhunga,Sagarmatha,Hill,Eastern,889,13007,SARASWATI MA VI KHANI BHANJYANG,37.5,54.8,66.2,32.1,35.9,50.6,69,69,0,20,38,1,59,10,85.5
Okhaldhunga,Sagarmatha,Hill,Eastern,890,13008,GYAN PRAKASH MA VI GHORAKHORI,35.9,45.0,52.2,25.0,38.1,40.0,121,121,0,15,57,6,78,43,64.5
Okhaldhunga,Sagarmatha,Hill,Eastern,891,13009,MAMKHA MA VI MAMKHA,21.7,53.2,42.3,40.5,42.5,40.0,31,31,0,4,12,0,16,15,51.6
Okhaldhunga,Sagarmatha,Hill,Eastern,892,13010,GRAMODAYA MA VI GAMNANG,36.7,48.2,58.6,47.2,47.7,52.8,41,41,0,13,27,0,40,1,97.6
Okhaldhunga,Sagarmatha,Hill,Eastern,893,13011,BHAGAVATI MA VI MANE BHANJYANG,28.3,44.0,41.3,24.5,24.5,47.7,59,58,0,5,16,0,21,37,36.2
Okhaldhunga,Sagarmatha,Hill,Eastern,894,13012,RAJYA LAXMI MA VI UNBU,23.1,37.8,41.9,39.4,22.9,29.3,95,95,0,3,20,3,26,68,27.4
Okhaldhunga,Sagarmatha,Hill,Eastern,895,13013,PUNNYAMATA MA VI BETINEE,26.7,52.7,34.4,30.8,36.7,48.3,46,46,0,0,30,1,31,15,67.4
Okhaldhunga,Sagarmatha,Hill,Eastern,896,13014,KALIKA MA VI SISNERI BHANJYANG,29.7,48.2,40.8,37.9,53.6,36.1,58,58,0,8,38,2,48,10,82.8
Okhaldhunga,Sagarmatha,Hill,Eastern,897,13015,GOLMA DEVI MA VI PALAPU,38.2,47.3,56.0,23.2,39.6,40.9,34,34,0,3,21,0,24,10,70.6
Okhaldhunga,Sagarmatha,Hill,Eastern,898,13016,HIM GANGA MA VI RAWADOLU,37.4,49.8,53.9,28.1,36.0,50.1,51,51,0,2,45,0,47,4,92.2
Okhaldhunga,Sagarmatha,Hill,Eastern,899,13017,HARKAPUR MA VI HARKAPUR,30.1,43.1,44.5,23.6,22.5,47.7,103,103,0,2,20,0,22,81,21.4
Okhaldhunga,Sagarmatha,Hill,Eastern,900,13018,BIGUTAR MA VI BIGUTAR,26.3,51.1,27.9,29.0,34.9,44.9,87,87,0,3,39,2,44,43,50.6
Okhaldhunga,Sagarmatha,Hill,Eastern,901,13019,NARAYANSTHAN MA VI ASINE,16.6,43.1,35.0,38.3,36.8,35.0,69,68,0,3,12,0,15,53,22.1
Okhaldhunga,Sagarmatha,Hill,Eastern,902,13020,KALIKA MA VI MOLIDANDA,49.0,47.0,41.6,37.0,52.5,37.1,22,22,0,6,14,0,20,2,90.9
Okhaldhunga,Sagarmatha,Hill,Eastern,903,13021,KUNTA MA VI JYAMIRE,27.1,46.9,23.3,26.3,30.5,43.6,42,41,0,0,15,0,15,26,36.6
Okhaldhunga,Sagarmatha,Hill,Eastern,904,13022,JALPA MA VI TARKERABARI,33.5,46.3,60.2,47.9,44.8,51.9,26,25,0,9,16,0,25,0,100.0
Okhaldhunga,Sagarmatha,Hill,Eastern,905,13023,SHIVADUTI MA VI PRAPCHA,29.4,45.8,35.7,38.2,40.1,51.1,49,49,0,6,26,2,34,15,69.4
Okhaldhunga,Sagarmatha,Hill,Eastern,906,13024,JALPA MA VI KALIMATI,31.5,48.2,57.3,28.5,46.9,39.0,44,44,0,6,29,4,39,5,88.6
Okhaldhunga,Sagarmatha,Hill,Eastern,907,13025,JANA JEEVAN MA VI WACHPOO POKALI,31.8,46.4,62.9,47.9,44.4,52.6,27,27,0,9,17,0,26,1,96.3
Okhaldhunga,Sagarmatha,Hill,Eastern,908,13026,PHULMATI MA VI KHIJEE PHALATE,41.2,47.7,58.0,23.5,35.5,49.5,23,23,0,3,15,0,18,5,78.3
Okhaldhunga,Sagarmatha,Hill,Eastern,909,13027,GANESH MA VI DHUSKE,34.0,48.5,37.7,39.4,45.4,53.0,42,42,0,5,27,0,32,10,76.2
Okhaldhunga,Sagarmatha,Hill,Eastern,910,13028,KATUNJE MA VI KATUNJE,42.3,53.4,54.2,41.7,59.2,39.6,27,27,0,13,11,0,24,3,88.9
Okhaldhunga,Sagarmatha,Hill,Eastern,911,13029,BHIMSENSTHAN MA VI KETTUKE,32.0,45.0,47.4,20.4,24.1,46.4,28,28,0,0,4,0,4,24,14.3
Okhaldhunga,Sagarmatha,Hill,Eastern,912,13030,SARASWOTI MA VI BUGNAM,28.4,45.0,29.3,36.2,38.2,49.6,44,44,0,8,15,0,23,21,52.3
Okhaldhunga,Sagarmatha,Hill,Eastern,913,13031,YASAM MA VI YASAM,35.8,48.4,60.6,45.6,44.9,50.8,36,36,0,10,26,0,36,0,100.0
Okhaldhunga,Sagarmatha,Hill,Eastern,914,13032,KUIBHIR MA VI KUIBHIRTAR,39.2,53.1,64.9,34.3,47.5,40.3,32,32,0,10,20,2,32,0,100.0
Okhaldhunga,Sagarmatha,Hill,Eastern,915,13034,NABAJEEBAN MA VI PHEDIGUTH,33.5,39.4,47.0,23.5,38.6,40.1,41,41,0,4,19,2,25,16,61.0
Okhaldhunga,Sagarmatha,Hill,Eastern,916,13035,MANAKAMANA MA VI WAKSA,26.7,36.8,38.2,37.9,30.8,35.8,56,56,0,5,22,0,27,29,48.2
Okhaldhunga,Sagarmatha,Hill,Eastern,917,13036,SUNKOSHI MA VI BALAKHU,40.3,54.2,47.8,40.7,56.0,39.9,29,29,0,13,16,0,29,0,100.0
Okhaldhunga,Sagarmatha,Hill,Eastern,918,13037,JIBAN PRADIP MA VI HARKAPUR,35.3,53.5,38.1,39.7,43.1,52.4,28,28,0,10,12,0,22,6,78.6
Okhaldhunga,Sagarmatha,Hill,Eastern,919,13038,KALIKA MA VI BHALUTHUMKA,31.8,41.9,44.6,19.4,30.0,46.2,33,33,0,0,14,0,14,19,42.4
