District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Arghakhanchi,Lumbini,Hill,Western,3903,47003,JYOTI MA VI THADA,23.3,47.0,20.0,28.2,28.5,31.2,91,91,0,9,9,2,20,71,22.0
Arghakhanchi,Lumbini,Hill,Western,3904,47004,BHAGAWATI MA VI SANKHETARI,29.0,44.5,42.9,33.7,36.3,35.0,130,129,1,21,47,13,82,47,63.6
Arghakhanchi,Lumbini,Hill,Western,3905,47005,SIDDHARTHA MA VI HANSAPUR,35.9,50.2,34.8,31.9,39.9,47.6,77,77,0,15,37,1,53,24,68.8
Arghakhanchi,Lumbini,Hill,Western,3906,47006,KRISHNA MA VI MAIDAN,21.7,36.3,54.3,25.9,46.2,40.4,47,47,0,3,23,0,26,21,55.3
Arghakhanchi,Lumbini,Hill,Western,3907,47007,SIVA MADAN MA VI SATINETA,30.3,37.4,35.6,39.2,50.7,46.6,65,65,0,7,49,3,59,6,90.8
Arghakhanchi,Lumbini,Hill,Western,3908,47008,JANATA MA VI AAMPKHOLA KIMDANDA,22.2,41.5,33.0,31.7,33.1,28.0,80,80,0,4,23,4,31,49,38.8
Arghakhanchi,Lumbini,Hill,Western,3909,47009,NUWAKOT MA VI CHIDICHAUR,34.6,50.6,39.2,26.7,48.8,41.6,67,67,0,6,40,3,49,18,73.1
Arghakhanchi,Lumbini,Hill,Western,3910,47010,KAMALA MA VI PALI,30.9,39.8,40.3,41.5,52.6,47.6,69,68,0,14,44,0,58,10,85.3
Arghakhanchi,Lumbini,Hill,Western,3911,47011,MAHENDRA VIDYABODH MA VI BALKOT DEVIPUR,25.6,45.6,29.5,21.0,40.0,47.5,132,132,0,5,49,1,55,77,41.7
Arghakhanchi,Lumbini,Hill,Western,3912,47012,HARIHAR SAN TATHA SADHARAN MA VI KHIDIM,23.2,40.8,30.7,28.5,35.3,35.4,57,55,0,6,13,9,28,27,50.9
Arghakhanchi,Lumbini,Hill,Western,3913,47013,SARASWATI MA VI SURYATHUM,45.6,50.0,48.0,47.6,47.7,50.0,69,69,0,25,42,0,67,2,97.1
Arghakhanchi,Lumbini,Hill,Western,3914,47014,SUDHA MA VI JUKENA,30.1,42.0,29.2,32.9,38.2,37.9,110,109,0,6,42,16,64,45,58.7
Arghakhanchi,Lumbini,Hill,Western,3915,47015,JIVANODDHAR MA VI WANGLA,22.5,42.6,35.9,35.2,41.6,46.1,155,155,0,16,51,3,70,85,45.2
Arghakhanchi,Lumbini,Hill,Western,3916,47016,ADARSHA MA VI KHANDAHA,36.8,50.9,48.9,35.3,56.1,40.2,75,75,0,23,44,2,69,6,92.0
Arghakhanchi,Lumbini,Hill,Western,3917,47017,VIJAYA MA VI DIBHARNA,29.1,44.0,52.0,28.6,38.4,47.2,91,91,0,15,54,5,74,17,81.3
Arghakhanchi,Lumbini,Hill,Western,3918,47018,JANA JAGRITI MA VI DHANACHOUR,29.4,37.6,22.8,28.4,33.6,34.5,54,54,0,0,13,2,15,39,27.8
Arghakhanchi,Lumbini,Hill,Western,3919,47019,SARBAJANIK MA VI CHHATRAGUNJ,45.4,55.2,39.5,31.7,55.8,52.2,61,61,0,25,23,0,48,13,78.7
Arghakhanchi,Lumbini,Hill,Western,3920,47020,PHARSAWA TAKURA MA VI SANGAM BAGAINCHA,23.1,40.0,28.7,30.5,33.7,36.1,71,71,0,2,19,7,28,43,39.4
Arghakhanchi,Lumbini,Hill,Western,3921,47021,BISHWA MA VI ARJUN PIPALNETA DHAKABANG,29.6,45.9,29.2,42.6,39.0,48.4,99,99,0,3,51,0,54,45,54.5
Arghakhanchi,Lumbini,Hill,Western,3922,47022,SHANTI MA VI AUWALA DHARAPANI,32.8,45.8,25.0,41.7,39.7,47.5,125,125,0,5,40,3,48,77,38.4
Arghakhanchi,Lumbini,Hill,Western,3923,47023,JANA JAGRITI MA VI SIDDHARA,22.8,43.7,16.9,23.4,24.1,31.0,41,41,0,0,4,1,5,36,12.2
Arghakhanchi,Lumbini,Hill,Western,3924,47024,NEPAL RASTRIYA MA VI PANENA,27.3,46.2,41.4,38.6,44.9,39.4,55,55,0,6,35,1,42,13,76.4
Arghakhanchi,Lumbini,Hill,Western,3925,47025,PRABHAKAR MA VI SIMALPANI,19.0,42.4,25.2,28.6,27.8,32.1,28,27,0,0,4,1,5,22,18.5
Arghakhanchi,Lumbini,Hill,Western,3926,47026,CHANDRA MA VI SANO CHIDIKA,30.0,46.1,30.3,22.3,37.4,45.6,61,61,0,4,21,2,27,34,44.3
Arghakhanchi,Lumbini,Hill,Western,3927,47027,SHARADA MA VI DHIKURA,32.1,49.6,40.8,27.5,46.9,41.2,106,106,0,10,65,1,76,30,71.7
Arghakhanchi,Lumbini,Hill,Western,3928,47028,BIRENDRA MA VI MARENG,37.5,49.3,45.5,41.8,37.6,47.4,54,54,0,9,37,0,46,8,85.2
Arghakhanchi,Lumbini,Hill,Western,3929,47029,SHANTI MA VI BANGIARUKHOR,26.7,52.8,42.8,37.4,59.3,39.6,95,95,0,18,59,1,78,17,82.1
Arghakhanchi,Lumbini,Hill,Western,3930,47030,NE RA MA VI THULOPOKHARA,35.4,53.1,41.7,30.1,55.6,49.8,70,70,0,20,43,0,63,7,90.0
Arghakhanchi,Lumbini,Hill,Western,3931,47031,MANDRE MA VI MANDRE,25.4,35.2,32.6,26.5,41.8,43.1,33,33,0,0,17,3,20,13,60.6
Arghakhanchi,Lumbini,Hill,Western,3932,47032,SARASWOTI MA VI BHAGAWATI,45.2,51.8,58.0,43.3,45.8,50.0,56,56,1,26,28,0,55,1,98.2
Arghakhanchi,Lumbini,Hill,Western,3933,47033,DHATIWANG MA VI DHATIWANG,28.7,43.2,56.7,32.8,52.0,47.1,34,34,0,8,24,1,33,1,97.1
Arghakhanchi,Lumbini,Hill,Western,3934,47034,SARASWATI MA VI SITAPUR,25.6,39.6,38.1,29.8,45.0,41.8,65,65,0,9,23,8,40,25,61.5
Arghakhanchi,Lumbini,Hill,Western,3935,47035,SURYA MA VI GOKHUNGA,30.9,47.7,23.8,29.3,38.6,42.4,82,82,0,2,26,0,28,54,34.1
Arghakhanchi,Lumbini,Hill,Western,3936,47036,DEVI PRABHAB MA VI PATAUTI,29.9,38.1,55.6,28.5,49.8,41.7,38,38,0,6,24,1,31,7,81.6
Arghakhanchi,Lumbini,Hill,Western,3937,47038,ARGHA RAJASTHAL MA VI HARISCHAUR,21.8,50.2,46.2,34.8,58.6,37.4,62,62,0,12,22,0,34,28,54.8
Arghakhanchi,Lumbini,Hill,Western,3938,47039,DYAURALI MA VI NIGALI PATAUTI,23.7,36.7,32.6,28.8,34.3,33.7,43,43,0,0,16,5,21,22,48.8
Arghakhanchi,Lumbini,Hill,Western,3939,47040,JANA KALYAN MA VI BHAGAWATI TARU BHATERO,38.9,55.0,48.6,29.4,54.1,48.7,38,38,0,17,19,0,36,2,94.7
Arghakhanchi,Lumbini,Hill,Western,3940,47041,KALIKA NE RA MA VI KHAN LUTIPOKHARI,26.2,41.2,36.3,31.8,50.4,37.4,88,88,0,7,44,5,56,32,63.6
Arghakhanchi,Lumbini,Hill,Western,3941,47042,ARGHAMEHEL PANI MA VI,29.2,42.4,26.8,30.3,36.5,40.3,31,31,0,2,8,0,10,21,32.3
Arghakhanchi,Lumbini,Hill,Western,3942,47043,BHAGAWATI MA VI DHIKURA,37.0,52.6,42.2,34.7,51.6,40.3,49,49,0,9,33,1,43,6,87.8
Arghakhanchi,Lumbini,Hill,Western,3943,47045,GYAN PRAKASH MA VI DIVARNA SALLIKOT,32.0,47.7,57.7,31.5,39.9,47.9,65,65,1,16,37,1,55,10,84.6
Arghakhanchi,Lumbini,Hill,Western,3944,47046,CHANDRA PRAVA MA VI KHANCHIKOT DIHIDANDA,33.5,48.0,24.1,25.5,44.4,46.1,71,71,0,7,11,0,18,53,25.4
Arghakhanchi,Lumbini,Hill,Western,3945,47047,SARASWATI MATA MA VI ARGHATOSH 8 DANDAKATERI,39.8,47.0,43.5,44.6,42.0,47.1,47,47,0,12,29,3,44,3,93.6
Arghakhanchi,Lumbini,Hill,Western,3946,47048,SIDDHA NEPAL RASTRIYA MA VI MARENG,35.0,48.3,45.4,44.2,46.4,48.7,41,41,0,8,27,3,38,3,92.7
Arghakhanchi,Lumbini,Hill,Western,3947,47049,BHANU MA VI MAIDAN 5,21.5,38.2,51.8,27.9,46.3,41.4,51,51,0,2,25,0,27,24,52.9
Arghakhanchi,Lumbini,Hill,Western,3948,47050,ADARSHA MA VI KHANCHIKOT,27.8,33.6,31.2,39.8,41.5,41.1,31,31,0,1,14,1,16,15,51.6
Arghakhanchi,Lumbini,Hill,Western,3949,47051,SHARADA MA VI KERUNGA AMARAI,32.0,52.6,41.2,25.0,48.8,51.8,61,61,0,8,40,0,48,13,78.7
Arghakhanchi,Lumbini,Hill,Western,3950,47053,GAURA MA VI RAJIYA,24.8,40.6,15.6,24.0,25.6,29.6,41,41,0,0,4,0,4,37,9.8
Arghakhanchi,Lumbini,Hill,Western,3951,47054,VAIDYANATH MA VI HANSAPUR BAMRUK,30.3,47.5,27.3,35.2,41.6,43.8,39,39,0,4,16,0,20,19,51.3
Arghakhanchi,Lumbini,Hill,Western,3952,47055,SHIWADAHA MA VI JUKENA,31.5,35.3,25.4,30.1,34.7,33.6,56,56,0,0,14,8,22,34,39.3
Arghakhanchi,Lumbini,Hill,Western,3953,47056,YUBABARSA JANATA MA VI HATARINETA SANDHIKHARK,52.4,63.2,78.7,55.2,64.4,44.8,32,32,3,29,0,0,32,0,100.0
Rupandehi,Lumbini,Terai,Western,3954,48000,PRIVATE RUPANDEHI,41.4,57.6,30.4,32.2,44.6,54.0,5,5,0,1,0,0,1,4,20.0
Rupandehi,Lumbini,Terai,Western,3955,48001,PAKLIHAWA MA VI BHAIRAHAWA,22.4,50.7,35.6,28.6,43.0,49.9,24,24,0,1,9,0,10,14,41.7
Rupandehi,Lumbini,Terai,Western,3956,48002,BHAIRAHAWA MA VI BHAIRAHAWA,25.5,44.1,29.8,21.8,37.1,41.1,116,114,0,6,27,3,36,78,31.6
Rupandehi,Lumbini,Terai,Western,3957,48003,SRI PANCH INDRA RAJYA LAXMI MA VI SIDDHARTHANAGAR,31.1,54.2,42.5,32.2,43.4,43.0,94,94,0,13,45,2,60,33,63.8
Rupandehi,Lumbini,Terai,Western,3958,48004,PARROHA HIGHER SECONDORY SCHOOL RAMNAGAR,25.0,45.5,28.8,30.0,42.7,47.0,116,116,2,13,31,1,47,69,40.5
Rupandehi,Lumbini,Terai,Western,3959,48005,MAHAMAYA BHAWANI MA VI DEVDAHA KERWANI,20.0,47.3,18.8,33.9,53.5,48.3,110,110,1,6,7,1,15,95,13.6
Rupandehi,Lumbini,Terai,Western,3960,48006,PHARSATIKAR MA VI PHARSATIKAR SAURAHA,20.2,47.6,21.8,24.9,49.9,39.9,142,141,0,7,15,0,22,119,15.6
Rupandehi,Lumbini,Terai,Western,3961,48007,THUTIPIPAL MA VI THUTIPIPAL,22.3,36.7,30.0,21.8,39.3,39.0,69,69,0,1,17,1,19,50,27.5
Rupandehi,Lumbini,Terai,Western,3962,48008,JANA JAGRITI MA VI KARUWANI,29.3,41.7,35.9,27.1,37.8,40.3,53,51,0,9,13,1,23,28,45.1
Rupandehi,Lumbini,Terai,Western,3963,48009,SURYAPURA MA VI SURYAPURA,36.3,47.3,45.1,36.1,48.3,38.0,40,40,0,8,23,3,34,6,85.0
Rupandehi,Lumbini,Terai,Western,3964,48010,RAMAPUR MA VI RAMAPUR,18.1,44.1,24.7,26.4,35.6,46.1,136,134,0,8,21,1,30,104,22.4
Rupandehi,Lumbini,Terai,Western,3965,48011,PUBLIC MA VI DAYANAGAR CHHAPIYA,21.0,44.9,28.1,26.2,46.1,32.6,110,109,0,5,29,4,38,71,34.9
Rupandehi,Lumbini,Terai,Western,3966,48012,BUDDHA ADARSHA MA VI LUMBINI,26.5,34.3,31.4,28.3,42.4,32.3,60,59,0,5,12,15,32,27,54.2
Rupandehi,Lumbini,Terai,Western,3967,48013,MARCHABAR ADARSHA MA VI MAJHAGAWA,21.1,39.8,30.6,30.2,42.3,44.4,89,88,0,9,25,0,34,54,38.6
Rupandehi,Lumbini,Terai,Western,3968,48014,RAM NARESH YADAV MA VI DHAKDHAI,22.1,38.3,26.1,24.0,32.6,36.7,95,95,0,5,25,1,31,64,32.6
Rupandehi,Lumbini,Terai,Western,3969,48015,UJIR SINGH MA VI BUTWAL,27.8,45.7,28.6,33.2,47.8,39.7,36,36,0,4,11,0,15,21,41.7
Rupandehi,Lumbini,Terai,Western,3970,48016,BHANU MA VI SIDDHARTHANAGAR,26.6,49.1,33.0,27.7,39.9,45.2,55,55,2,2,18,0,22,33,40.0
Rupandehi,Lumbini,Terai,Western,3971,48017,HARAIYA MA VI HARAIYA,22.2,57.6,40.7,30.3,46.1,41.6,123,123,0,16,29,0,45,78,36.6
Rupandehi,Lumbini,Terai,Western,3972,48018,DEEP AWASIYA MA VI MILANCHOWK BUTWAL,58.6,63.2,69.5,48.0,58.0,57.2,75,75,15,51,7,0,73,2,97.3
Rupandehi,Lumbini,Terai,Western,3973,48019,BUDDHA JYOTI MA VI SIDDARTHANAGAR,52.7,55.0,57.9,50.0,58.7,54.3,79,78,10,49,16,0,75,3,96.2
Rupandehi,Lumbini,Terai,Western,3974,48020,KRISHAK ADARSHA MA VI BETKUIYAN,21.2,41.3,34.0,30.4,47.3,42.3,44,44,0,4,11,0,15,29,34.1
Rupandehi,Lumbini,Terai,Western,3975,48021,SHANTI NAMUNA MA VI MANIGRAM ANANDBAN,24.9,42.9,27.0,32.3,44.9,49.9,94,94,0,7,22,0,29,65,30.9
Rupandehi,Lumbini,Terai,Western,3976,48022,GIRVAN SARASWATI SAN TATHA SADHARAN MA VI MANIGRAM AN,28.2,40.3,38.7,26.1,40.6,48.7,87,86,0,8,39,1,48,38,55.8
Rupandehi,Lumbini,Terai,Western,3977,48023,BUTWAL MA VI BUTWAL,26.1,41.8,21.0,23.4,39.7,39.0,96,96,0,11,14,0,25,71,26.0
Rupandehi,Lumbini,Terai,Western,3978,48024,KALIKA MA VI KALIKANAGAR BUTWAL,33.1,50.9,40.2,36.7,50.5,46.2,102,102,1,17,44,1,63,39,61.8
Rupandehi,Lumbini,Terai,Western,3979,48025,SRI PANCH KANTI MA VI BUTAWAL KHASYOULI,26.3,45.9,28.3,32.0,46.9,50.2,97,96,0,13,18,0,31,65,32.3
Rupandehi,Lumbini,Terai,Western,3980,48026,SHREE NAWARATNA HIGHER SECONDARY SCHOOL SEMALAR,26.9,49.0,24.7,28.0,47.2,41.9,129,126,1,12,26,0,39,87,31.0
Rupandehi,Lumbini,Terai,Western,3981,48027,TIKULIGADH MA VI TIKULIGADH,26.9,35.4,25.9,23.2,43.4,41.1,99,99,0,5,29,2,36,63,36.4
Rupandehi,Lumbini,Terai,Western,3982,48028,GAUTAM BUDDHA MA VI KEWALANI,25.8,37.2,31.5,20.1,35.6,46.9,83,83,0,2,24,1,27,56,32.5
Rupandehi,Lumbini,Terai,Western,3983,48029,GAJEDI MA VI GAJEDI,23.3,52.0,39.5,33.8,41.1,52.3,55,55,0,11,18,0,29,26,52.7
Rupandehi,Lumbini,Terai,Western,3984,48030,PASHUPATI MA VI SALJHANDI,17.0,40.9,18.2,20.0,37.2,35.8,162,158,0,2,12,4,18,140,11.4
Rupandehi,Lumbini,Terai,Western,3985,48031,BAREWA MA VI BAREWA,22.7,40.5,31.1,27.0,42.1,29.9,32,32,0,4,5,2,11,21,34.4
Rupandehi,Lumbini,Terai,Western,3986,48032,SHIVAPUR MA VI SHIVAPUR,26.2,38.2,28.1,30.9,48.2,49.7,104,103,1,13,15,1,30,73,29.1
Rupandehi,Lumbini,Terai,Western,3987,48033,GYANODAYA RATRI MA VI BUTWAL,27.7,47.0,29.7,32.1,47.6,52.4,7,7,0,1,2,0,3,4,42.9
Rupandehi,Lumbini,Terai,Western,3988,48034,MAHATMA BUDDHA MA VI PIPARHIYA,20.6,44.0,19.3,18.8,29.8,39.1,34,34,0,1,2,0,3,31,8.8
Rupandehi,Lumbini,Terai,Western,3989,48035,KARMAHAWA MA VI KARMAHAWA,27.0,32.5,31.5,27.8,33.9,32.6,29,29,0,0,9,5,14,15,48.3
Rupandehi,Lumbini,Terai,Western,3990,48036,JANATA MA VI AMAWA,23.5,43.8,26.1,24.1,40.9,29.7,66,66,0,0,17,3,20,46,30.3
Rupandehi,Lumbini,Terai,Western,3991,48037,SHANKARNAGAR MA VI SHANKARNAGAR,25.1,47.0,30.4,26.2,36.6,40.7,53,53,0,0,11,3,14,39,26.4
Rupandehi,Lumbini,Terai,Western,3992,48038,JANA JYOTI MA VI DINGARNAGAR SHANKARNAGAR,27.5,51.4,36.5,35.3,39.9,44.2,97,97,2,11,36,0,49,48,50.5
Rupandehi,Lumbini,Terai,Western,3993,48039,SUSANSKRIT MA VI SHANTINAGAR,22.3,40.4,16.1,13.9,30.4,38.7,55,53,0,3,4,0,7,46,13.2
Rupandehi,Lumbini,Terai,Western,3994,48040,GYANODAYA MA VI BUTWAL,23.7,43.0,22.3,26.6,43.6,47.9,49,49,0,1,11,0,12,37,24.5
Rupandehi,Lumbini,Terai,Western,3995,48041,NEWLIGHT BOARDING HIGH SCHOOL SHANKARNAGAR,48.8,57.0,57.3,45.8,55.4,46.9,72,72,9,28,28,0,65,7,90.3
Rupandehi,Lumbini,Terai,Western,3996,48042,SHRI PANCH KANTI AWASIYA MA VI BUTWAL,53.7,52.1,52.1,45.5,51.9,51.7,34,34,3,18,7,0,28,6,82.4
Rupandehi,Lumbini,Terai,Western,3997,48043,NEW HORIZON ENGLISH BOARDING SCHOOL BUTWAL,58.0,63.0,73.2,49.9,65.5,50.5,287,287,82,191,6,0,279,8,97.2
Rupandehi,Lumbini,Terai,Western,3998,48044,EBENEZER ENGLISH BOARDING SCHOOL BUTWAL,47.8,52.7,37.3,40.6,41.2,50.0,9,9,0,2,4,0,6,3,66.7
Rupandehi,Lumbini,Terai,Western,3999,48045,BHAGALAPUR MA VI BHAGALAPUR MANAPAKADI,22.0,45.7,29.2,26.9,41.3,30.2,50,49,0,0,16,0,16,33,32.7
Rupandehi,Lumbini,Terai,Western,4000,48046,PASCHIM PAHUNI MA VI,24.1,38.2,26.7,21.8,34.4,45.6,72,72,0,2,16,1,19,53,26.4
Rupandehi,Lumbini,Terai,Western,4001,48047,KOTIHAWA ENGLISH SECONDARY SCHOOL MADHBALIYA,46.2,44.8,42.8,35.8,52.4,42.0,39,39,0,16,11,0,27,12,69.2
Rupandehi,Lumbini,Terai,Western,4002,48048,BHIMSEN MEMORIAL HIGH SCHOOL SIDDHARTHANAGAR,46.4,53.0,65.1,44.6,57.6,49.8,13,13,0,7,6,0,13,0,100.0
Rupandehi,Lumbini,Terai,Western,4003,48049,SAINA MAINA MA VI PAROHA,25.7,40.4,36.6,31.2,38.0,45.4,52,52,0,7,13,1,21,31,40.4
Rupandehi,Lumbini,Terai,Western,4004,48050,KERWANI MA VI DEVDAHA,24.8,46.3,27.4,35.7,51.4,47.5,143,143,1,19,27,0,47,96,32.9
Rupandehi,Lumbini,Terai,Western,4005,48051,SIDDHESWAR MA VI BUTWAL,25.1,46.5,34.6,29.3,47.1,50.1,65,65,0,6,16,0,22,43,33.8
Rupandehi,Lumbini,Terai,Western,4006,48052,LUMBINI SISHU SADAN BOARDING SCHOOL,46.4,48.2,50.2,38.4,54.2,49.4,21,21,0,6,9,0,15,6,71.4
Rupandehi,Lumbini,Terai,Western,4007,48053,NAYA GAUN MA VI TAMNAGAR,26.4,46.6,36.0,30.1,46.4,51.2,25,25,0,3,4,0,7,18,28.0
Rupandehi,Lumbini,Terai,Western,4008,48054,SUNSHINE BOARDING HIGH SCHOOL SIDDHARTHANAGAR,49.3,48.4,52.7,42.5,51.9,53.9,93,93,11,41,25,0,77,16,82.8
Rupandehi,Lumbini,Terai,Western,4009,48055,SIDDHARTHA ENGLISH BOARDING SCHOOL KALIKANAGAR,56.4,65.6,76.5,50.4,62.4,49.0,74,74,22,48,3,0,73,1,98.6
Rupandehi,Lumbini,Terai,Western,4010,48056,PASHUPATI MA VI KOTIHAWA,26.9,40.4,31.0,25.6,43.8,41.0,93,93,0,8,29,5,42,51,45.2
Rupandehi,Lumbini,Terai,Western,4011,48057,BUTWAL ELITE ENGLISH SCHOOL BUTWAL,55.6,61.6,69.5,46.3,58.2,48.4,50,50,6,37,4,0,47,3,94.0
Rupandehi,Lumbini,Terai,Western,4012,48058,OXFORD ENGLISH BOARDING MA VI BUTWAL,60.7,59.1,62.7,42.0,57.6,52.7,46,46,7,35,4,0,46,0,100.0
Rupandehi,Lumbini,Terai,Western,4013,48059,NAHARPUR MA VI BUTWAL-13,21.8,43.1,28.8,25.7,41.5,49.9,41,41,0,1,8,0,9,32,22.0
Rupandehi,Lumbini,Terai,Western,4014,48060,RUDRAPUR MA VI RUDRAPUR,20.5,49.2,29.9,23.7,38.7,36.7,62,62,0,3,10,2,15,47,24.2
Rupandehi,Lumbini,Terai,Western,4015,48061,MOTIPUR MA VI MOTIPUR,26.7,53.6,31.4,26.7,52.8,45.9,55,55,0,4,21,0,25,30,45.5
Rupandehi,Lumbini,Terai,Western,4016,48063,ARANIKO ENGLISH SCHOOL BHALWARI,42.3,41.7,42.1,36.0,52.9,51.2,46,46,0,17,11,0,28,18,60.9
Rupandehi,Lumbini,Terai,Western,4017,48064,LUMBINI BOARDING SCHOOL BUTWAL-6,55.4,54.9,53.8,45.5,52.4,54.3,54,54,8,32,5,0,45,9,83.3
Rupandehi,Lumbini,Terai,Western,4018,48065,ARNIKO MEMORIAL ENGLISH BOARDING SCHOOL PULCHOWK,49.2,49.8,35.9,32.4,40.6,49.8,24,24,0,11,3,0,14,10,58.3
Rupandehi,Lumbini,Terai,Western,4019,48066,LUMBINI GYAN NIKETAN MA VI RUDRAPUR-4,21.1,53.9,37.6,27.9,46.7,38.4,87,87,0,11,20,1,32,55,36.8
Rupandehi,Lumbini,Terai,Western,4020,48067,PARAMOUNT BOARDING HIGH SCHOOL SHANKARNAGAR,61.3,52.6,81.6,41.1,68.0,56.9,151,151,33,113,5,0,151,0,100.0
Rupandehi,Lumbini,Terai,Western,4021,48068,SIDDHI CHILDREN'S ACADEMY BOARDING SCHOOL BUTWAL-10,58.0,54.6,66.9,44.1,62.4,54.0,18,18,1,16,0,0,17,1,94.4
Rupandehi,Lumbini,Terai,Western,4022,48069,NEW PINEWOOD ENGLISH BOARDING SCHOOL BUTWAL-5,47.5,47.2,48.0,33.4,48.6,45.6,36,36,3,12,6,0,21,15,58.3
Rupandehi,Lumbini,Terai,Western,4023,48070,NEW ENVIRONMENT ENGLISH SECONDARY SCHOOL MANIGRAM,55.9,51.5,66.8,36.8,65.0,58.6,50,50,10,28,11,0,49,1,98.0
Rupandehi,Lumbini,Terai,Western,4024,48072,EVEREST ENGLISH BOARDING SCHOOL BUTWAL-10,60.2,58.5,77.5,51.5,57.1,56.5,81,81,18,62,1,0,81,0,100.0
Rupandehi,Lumbini,Terai,Western,4025,48073,LITTLE FLOWERS ENGLISH BOARDING SCHOOL PHARSATIKAR,38.6,52.4,45.0,35.6,51.1,41.9,86,86,2,34,23,0,59,27,68.6
Rupandehi,Lumbini,Terai,Western,4026,48074,EAST WEST EDUCATION CENTRE BOARDING HIGH SCHOOL,37.8,41.7,44.7,36.8,45.8,44.7,6,6,0,0,4,0,4,2,66.7
Rupandehi,Lumbini,Terai,Western,4027,48075,EVER SHINING ENGLISH BOARDING SCHOOL BUTAWAL,43.1,52.5,37.1,37.8,34.3,51.1,51,51,0,15,14,0,29,22,56.9
Rupandehi,Lumbini,Terai,Western,4028,48076,MINERVA ENGLISH BOARDING HIGH SCHOOL PADSARI 5,51.4,58.4,70.9,53.9,61.9,57.1,36,36,4,31,1,0,36,0,100.0
Rupandehi,Lumbini,Terai,Western,4029,48077,SUMMIT ENGLISH BOARDING SCHOOL PULCHOWK BUTAWAL,48.0,49.0,57.4,37.9,42.6,48.6,34,34,2,16,5,0,23,11,67.6
Rupandehi,Lumbini,Terai,Western,4030,48078,ADARSH VIDYA MANDIR ENGLISH BOARDING SCHOOL SIDDHARTH,36.2,47.7,49.7,43.6,49.9,47.1,23,23,0,4,18,0,22,0,95.7
Rupandehi,Lumbini,Terai,Western,4031,48079,PRABHAT ENGLISH BOARDING SCHOOL PARROHA JHARBAIRA,43.7,55.0,56.6,41.7,52.5,55.5,72,72,8,34,23,0,65,7,90.3
Rupandehi,Lumbini,Terai,Western,4032,48080,IDEAL ENGLISH BOARDING SCHOOL DEEPNAGAR BUTAWAL,49.7,45.4,39.3,33.1,47.4,41.7,30,29,1,9,8,0,18,11,62.1
Rupandehi,Lumbini,Terai,Western,4033,48081,KHADGA MA VI DURGANAGAR,24.8,39.6,33.5,23.7,35.6,37.6,38,38,0,0,12,2,14,24,36.8
Rupandehi,Lumbini,Terai,Western,4034,48082,SEMARA BAZAR MA VI KARHIYA,20.8,36.5,23.3,28.5,38.5,43.4,60,59,0,4,8,0,12,47,20.3
Rupandehi,Lumbini,Terai,Western,4035,48083,CANNON ENGLISH BOARDING SCHOOL SUKHANAGAR BUTAWAL,51.7,53.9,52.4,41.5,52.8,52.4,58,57,9,26,11,1,47,10,82.5
Rupandehi,Lumbini,Terai,Western,4036,48084,BUTWAL GLORY ENGLISH BOARDING SCHOOL BELBAS BUTWAL,62.0,64.6,75.6,60.4,60.2,63.4,25,25,10,15,0,0,25,0,100.0
Rupandehi,Lumbini,Terai,Western,4037,48085,BHABISYA NIRMAN MA VI DHEKAWAR KERAWANI,25.4,50.0,37.1,27.4,40.9,42.0,78,78,0,8,21,2,31,47,39.7
Rupandehi,Lumbini,Terai,Western,4038,48086,JANA PRIYA MA VI DEVDAHA BHALUHI,23.2,43.2,18.2,37.2,46.3,48.8,45,45,0,6,3,0,9,36,20.0
Rupandehi,Lumbini,Terai,Western,4039,48087,KUNWARWARTI ENGLISH BOARDING SCHOOL PRADEEPNAGAR,30.2,45.2,40.8,35.4,51.3,49.5,43,43,2,8,11,0,21,22,48.8
Rupandehi,Lumbini,Terai,Western,4040,48088,GANESH GYAN JYOTI PUBLIC MA VI SEMLAR,37.5,50.1,45.6,40.9,51.3,42.0,47,47,1,14,13,0,28,19,59.6
Rupandehi,Lumbini,Terai,Western,4041,48089,HAZI AINYATULLAH MA VI SEMRAHNA GONAHA,14.3,32.1,17.1,20.6,31.3,31.5,29,28,0,0,1,0,1,27,3.6
Rupandehi,Lumbini,Terai,Western,4042,48090,NAMUNA ENGLISH BOARDING SCHOOL BUTWAL,36.2,42.8,28.7,38.1,35.0,43.8,16,16,0,4,4,0,8,8,50.0
Rupandehi,Lumbini,Terai,Western,4043,48091,MOON LIGHT ENGLISH BOARDING SCHOOL SIDDHARTHA NAGAR,48.7,49.1,56.3,42.1,48.0,53.1,35,35,3,17,12,0,32,3,91.4
Rupandehi,Lumbini,Terai,Western,4044,48092,RATNA VIDYA PEETH ENGLISH BOARDING SCHOOL GOLPARK,49.5,51.0,47.0,38.9,40.1,49.9,31,31,0,14,8,0,22,9,71.0
Rupandehi,Lumbini,Terai,Western,4045,48093,NAVA PRABHAT ENGLISH SCHOOL SALJHANDI,51.6,62.5,76.1,50.3,53.5,55.5,48,48,5,41,2,0,48,0,100.0
