Region,Council,Ward,School Name,School Ownership,REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F
Geita,Chato,Minkoto,MINKOTO,Government,S.5396,0,0,0,0,5,7,12,12,47,38,40,58,25,2,8,2,2,0,0,0,139,119
Geita,Chato,Minkoto,MUJUMUZI,Non-Government,S.5547,0,0,0,0,1,1,6,15,8,7,9,18,15,19,5,5,6,0,0,0,50,65
Geita,Chato,Muganza,NYABUGERA,Government,S.5395,0,0,0,0,3,6,36,33,88,100,59,60,29,29,12,22,2,7,2,0,231,257
Geita,Chato,Muganza,ZAKIA MEGHJI,Government,S.1128,0,0,15,18,38,31,89,101,140,144,169,188,176,175,111,145,78,90,79,51,895,943
Geita,Chato,Muungano,EMAU BOYS,Non-Government,S.5016,0,0,0,1,6,9,16,18,17,30,31,15,20,16,6,7,4,0,2,0,102,96
Geita,Chato,Muungano,JIKOMBOE,Government,S.4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,127,0,103,0,318
Geita,Chato,Muungano,PARADISE,Non-Government,S.5106,0,0,1,1,8,18,17,16,16,15,18,23,9,14,3,7,4,4,2,0,78,98
Geita,Chato,Muungano,WEMA,Government,S.3530,0,0,0,6,0,15,28,43,59,86,117,126,156,122,125,109,71,17,21,1,577,525
Geita,Chato,Nyamirembe,NYAMIREMBE,Government,S.831,0,0,0,0,0,0,20,38,48,56,121,130,169,153,128,88,65,22,27,10,578,497
Geita,Chato,Nyarutembo,NYARUTEMBO,Government,S.3488,0,0,0,0,0,0,3,1,30,35,91,104,108,81,72,50,42,10,13,6,359,287
Geita,Geita,Bugalama,BUGALAMA,Government,S.4032,0,0,0,0,0,1,23,7,30,32,75,52,63,31,38,17,20,8,11,1,260,149
Geita,Geita,Bugulula,KAGU,Government,S.1421,0,0,0,0,70,86,111,72,142,108,133,74,89,80,16,16,0,0,0,0,561,436
Geita,Geita,Bujula,BUJULA,Government,S.4670,0,0,0,0,0,1,0,2,15,16,31,37,56,52,46,37,18,14,10,3,176,162
Geita,Geita,Bukoli,BUKOLI,Government,S.620,0,0,0,0,0,0,6,16,65,77,96,118,93,88,94,81,46,25,14,0,414,405
Geita,Geita,Bukondo,BUKONDO,Government,S.1943,0,0,0,2,2,13,48,40,50,69,79,100,59,106,127,52,85,50,15,2,465,434
Geita,Geita,Busanda,BUSANDA,Government,S.1471,0,0,0,0,7,11,22,26,58,64,84,72,135,109,75,85,47,51,25,13,453,431
Geita,Geita,Butobela,BUTOBELA,Government,S.4124,0,0,0,0,0,0,10,11,25,27,47,48,44,50,51,34,53,28,11,10,241,208
Geita,Geita,Butundwe,BUSANZU,Government,S.5210,0,0,0,0,0,0,0,0,24,31,62,40,20,8,16,21,39,12,0,0,161,112
Geita,Geita,Chigunga,CHIGUNGA,Government,S.1473,0,0,0,0,0,2,5,2,20,21,49,36,70,65,59,39,58,44,43,22,304,231
Geita,Geita,Isulwabutundwe,LUBANGA,Government,S.1418,0,0,2,4,18,25,32,35,17,13,51,39,42,32,16,24,16,6,6,0,200,178
Geita,Geita,Kagu,LWEMO,Government,S.4214,0,0,0,0,1,0,11,13,85,65,118,99,107,113,132,74,74,81,116,26,644,471
Geita,Geita,Kakubilo,KAKUBILO,Government,S.4644,0,0,5,7,38,43,84,98,149,175,176,202,155,117,62,52,37,15,5,10,711,719
Geita,Geita,Kamena,KAMENA,Government,S.1168,0,0,0,0,0,0,15,23,105,84,105,57,62,57,100,71,62,26,9,0,458,318
Geita,Geita,Kamhanga,KAMHANGA,Government,S.1169,0,0,19,9,35,21,50,62,5,13,18,30,55,45,46,39,44,35,55,18,327,272
Geita,Geita,Kaseme,KASEME,Government,S.1468,0,0,0,0,84,68,76,52,60,50,108,99,88,109,72,84,50,28,10,6,548,496
Geita,Geita,Katoma,KATOMA,Government,S.5501,0,0,0,0,30,33,11,18,42,13,31,5,0,0,0,0,0,0,0,0,114,69
Geita,Geita,Katoro,KADUDA,Government,S.5499,0,0,22,17,41,62,37,22,17,2,0,0,0,0,0,0,0,0,0,0,117,103
Geita,Geita,Katoro,KATORO,Government,S.1172,1,0,1,3,7,4,34,56,94,127,185,256,255,285,247,170,119,53,30,12,973,966
Geita,Geita,Katoro,LUTOZO,Government,S.4815,0,0,20,21,77,103,207,188,237,207,176,191,179,157,8,9,2,1,0,0,906,877
Geita,Geita,Lubanga,NYANKONGOCHORO,Government,S.4816,0,0,0,0,0,5,5,19,19,23,33,39,56,49,41,43,32,25,9,7,195,210
Geita,Geita,Ludete,BUGAYAMBELELE,Government,S.5208,0,0,1,2,16,15,90,93,126,153,96,129,126,126,102,76,34,20,11,6,602,620
Geita,Geita,Ludete,HARVARD PREMIUM,Non-Government,S.5343,0,0,0,0,9,8,16,16,22,14,11,7,7,9,6,2,0,0,0,0,71,56
Geita,Geita,Ludete,LUDETE,Government,S.5209,0,0,0,0,29,16,69,51,76,80,120,105,66,71,28,9,18,10,0,0,406,342
Geita,Geita,Ludete,MKONO VISION,Non-Government,S.5260,0,0,0,0,2,5,6,9,10,12,18,20,12,9,4,1,0,0,0,0,52,56
Geita,Geita,Lwamgasa,ISINGILO,Government,S.5211,0,0,3,0,10,12,32,34,84,104,141,140,75,65,65,50,27,12,0,0,437,417
Geita,Geita,Lwamgasa,LWAMGASA,Government,S.1469,0,0,0,1,3,4,20,14,52,58,56,64,50,59,65,43,7,0,0,0,253,243
Geita,Geita,Lwenzera,LWEZERA,Government,S.4814,0,0,0,0,1,2,13,15,36,52,67,91,81,79,84,51,45,33,40,3,367,326
Geita,Geita,Magenge,MAGENGE,Government,S.5495,0,0,0,0,0,0,12,21,66,59,20,15,0,0,0,0,0,0,0,0,98,95
Geita,Geita,Nkome,MHARAMBA,Government,S.5207,0,0,0,0,14,20,26,30,27,24,23,22,41,52,45,28,35,8,9,1,220,185
Geita,Geita,Nkome,MNYALA,Government,S.5496,0,0,0,0,0,0,65,52,75,44,38,24,2,0,0,0,0,0,0,0,180,120
Geita,Geita,Nkome,NKOME,Government,S.1422,0,0,0,0,19,22,38,47,108,115,97,78,129,88,95,79,54,35,31,5,571,469
Geita,Geita,Nyachiluluma,NYACHILULUMA,Government,S.1472,0,0,0,0,22,24,53,41,94,65,183,116,35,50,23,18,4,6,0,0,414,320
Geita,Geita,Nyakagomba,BUTUNDWE,Government,S.849,0,0,0,0,3,6,14,16,42,60,62,47,55,41,57,41,52,44,43,31,328,286
Geita,Geita,Nyakamwaga,BUYAGU,Government,S.5500,0,0,0,0,0,0,10,13,20,18,15,14,2,0,0,0,0,0,0,0,47,45
Geita,Geita,Nyakamwaga,NYAKAMWAGA,Government,S.1423,0,0,0,0,6,6,6,7,15,27,30,50,74,77,79,55,46,33,47,8,303,263
Geita,Geita,Nyalwanzaja,NYALWANZAJA,Government,S.5502,0,0,0,0,0,0,1,3,58,41,35,38,19,13,7,2,3,0,0,0,123,97
Geita,Geita,Nyamalimbe,NYAMALIMBE,Government,S.1417,0,0,0,0,30,24,54,57,64,81,59,37,68,50,40,33,29,32,4,7,348,321
Geita,Geita,Nyamboge,NYAMBOGE,Government,S.3194,0,0,0,0,2,1,9,11,42,57,78,87,92,82,97,49,39,8,14,6,373,301
Geita,Geita,Nyamigota,NYAMIGOTA,Government,S.3190,0,0,0,0,0,1,8,33,71,72,126,99,132,141,121,118,93,73,38,21,589,558
Geita,Geita,Nyamwilolelwa,NYAMWILOLELWA,Government,S.5219,0,0,0,0,4,8,28,32,70,51,108,81,78,70,55,27,4,3,0,0,347,272
Geita,Geita,Nyarugusu,EVARIST,Government,S.5504,0,0,0,0,10,14,84,67,23,15,45,27,11,4,0,0,0,0,0,0,173,127
Geita,Geita,Nyarugusu,NYARUGUSU,Government,S.1944,0,0,0,25,190,194,64,68,138,81,186,127,174,166,64,43,41,47,0,0,857,751
Geita,Geita,Nyaruyeye,NYARUYEYE,Government,S.3193,0,0,0,0,4,6,15,16,43,49,67,39,50,33,45,23,8,9,2,0,234,175
Geita,Geita,Nyawilimilwa,NYAWILIMILWA,Government,S.5497,0,0,0,0,0,0,2,23,65,78,116,49,34,5,0,0,0,0,0,0,217,155
Geita,Geita,Nzera,BUGANDO,Government,S.806,0,0,0,0,14,16,55,70,178,116,185,103,52,62,99,54,11,10,5,1,599,432
Geita,Geita,Senga,SENGA,Government,S.1419,0,0,0,1,2,1,12,19,47,63,105,111,140,119,104,84,79,45,43,28,532,471
Geita,Geita TC,Bombambili,WAJA BOYS,Non-Government,S.4802,0,0,8,0,10,0,27,0,92,0,59,0,59,0,43,0,53,0,16,0,367,0
Geita,Geita TC,Bombambili,WAJA GIRLS,Non-Government,S.4702,0,3,0,5,0,34,0,47,0,47,0,35,0,39,0,34,0,39,0,13,0,296
Geita,Geita TC,Buhalahala,GEITA ISLAMIC SEMINARY,Non-Government,S.4545,0,0,0,0,0,1,5,3,3,7,4,5,3,8,0,5,0,0,0,0,15,29
Geita,Geita TC,Buhalahala,KALANGALALA,Government,S.480,0,0,1,1,13,29,80,139,182,224,228,215,192,178,118,88,93,40,184,14,1091,928
Geita,Geita TC,Buhalahala,MARY QUEEN OF PEACE GIRLS,Non-Government,S.5315,0,0,0,20,0,34,0,40,0,19,0,5,0,0,0,0,0,0,0,0,0,118
Geita,Geita TC,Buhalahala,MWATULOLE,Government,S.3192,0,0,2,6,103,124,296,348,236,223,378,345,135,127,89,40,9,6,0,0,1248,1219
Geita,Geita TC,Bulela,BULELA,Government,S.1470,0,0,11,3,38,32,53,87,12,17,31,26,30,34,30,40,20,17,20,5,245,261
Geita,Geita TC,Bung'wangoko,BUNG'WANGOKO,Government,S.3191,0,0,0,0,0,0,9,14,33,50,44,84,30,25,40,23,20,7,9,5,185,208
Geita,Geita TC,Ihanamilo,IHANAMILO,Government,S.1453,0,0,11,30,24,46,38,55,83,64,32,42,58,136,94,71,19,26,15,8,374,478
Geita,Geita TC,Kalangalala,ALOYSIUS,Non-Government,S.4101,0,0,0,0,2,7,15,17,19,12,22,19,18,21,8,6,2,0,2,0,88,82
Geita,Geita TC,Kalangalala,GEITA,Government,S.170,0,0,0,0,9,0,38,1,79,15,116,122,121,96,115,62,159,35,379,10,1016,341
Geita,Geita TC,Kalangalala,NYANZA,Government,S.5235,0,0,5,7,32,64,154,179,235,284,213,230,203,208,126,100,53,29,26,15,1047,1116
Geita,Geita TC,Kanyala,KASAMWA,Government,S.1196,0,0,0,0,5,7,33,64,83,107,179,207,191,219,164,155,122,73,59,52,836,884
Geita,Geita TC,Kasamwa,NYABUBELE,Government,S.5273,0,0,0,0,0,0,2,8,11,24,33,47,30,54,19,24,4,2,4,4,103,163
Geita,Geita TC,Mgusu,MGUSU,Government,S.5276,0,0,0,0,0,2,27,32,43,56,67,79,51,31,12,7,5,2,0,0,205,209
Geita,Geita TC,Mgusu,NYAKABALE,Government,S.5275,0,0,0,0,5,7,23,13,8,4,7,9,21,18,23,8,9,2,3,0,99,61
Geita,Geita TC,Mtakuja,SHANTAMINE,Government,S.1474,0,0,0,0,21,32,58,67,89,114,82,108,110,105,88,75,67,48,42,17,557,566
Geita,Geita TC,Nyanguku,NYANGUKU,Government,S.5274,0,0,0,0,0,3,5,10,5,13,29,32,36,51,28,17,8,4,5,2,116,132
Geita,Geita TC,Nyankumbu,GEITA ADVENTIST,Non-Government,S.4459,0,0,9,13,44,62,124,137,139,124,72,65,20,8,23,17,34,25,11,2,476,453
Geita,Geita TC,Nyankumbu,GOLDEN RIDGE,Non-Government,S.4174,0,0,0,0,5,8,19,27,27,43,25,23,33,33,24,20,20,12,48,10,201,176
Geita,Geita TC,Nyankumbu,KIVUKONI,Government,S.1452,0,0,15,20,107,119,160,153,184,161,129,140,63,79,66,82,76,13,25,4,825,771
Geita,Geita TC,Nyankumbu,LUKARANGA,Government,S.5233,0,0,0,0,20,67,97,88,104,109,89,89,59,70,38,16,15,5,6,2,428,446
Geita,Geita TC,Nyankumbu,NYANKUMBU GIRLS,Government,S.1942,0,2,0,23,0,91,0,119,0,179,0,172,0,133,0,109,0,95,0,88,0,1011
Geita,Mbogwe,Bukandwe,KANEGERE,Government,S.3223,0,0,0,0,0,0,20,15,40,45,39,27,24,28,43,23,8,12,0,6,174,156
Geita,Mbogwe,Ikobe,IKOBE,Government,S.3998,0,0,0,0,0,0,22,10,33,28,38,55,25,43,37,27,32,14,29,9,216,186
Geita,Mbogwe,Ikunguigazi,IKUNGUIGAZI,Government,S.4000,0,0,0,0,0,0,1,2,10,14,73,76,86,82,62,49,35,14,17,2,284,239
Geita,Mbogwe,Ilolangulu,ILOLANGULU,Government,S.2312,0,0,0,0,0,1,4,7,21,36,95,81,55,50,38,19,42,16,19,1,274,211
Geita,Mbogwe,Iponya,IPONYA,Government,S.2261,0,0,0,0,0,0,4,10,18,38,50,63,91,87,66,48,60,31,28,5,317,282
Geita,Mbogwe,Isebya,ISEBYA,Government,S.5259,0,0,0,0,0,0,5,10,15,22,36,39,44,37,26,19,6,4,2,0,134,131
Geita,Mbogwe,Lugunga,LUGUNGA,Government,S.986,0,0,0,0,13,35,42,78,65,67,67,65,53,75,56,44,25,24,20,11,341,399
Geita,Mbogwe,Lulembela,LULEMBELA,Government,S.2260,0,0,0,0,10,14,40,50,113,174,140,91,103,85,81,91,41,50,0,0,528,555
Geita,Mbogwe,Masumbwe,NYAKASALUMA,Government,S.2936,0,0,2,0,31,20,96,135,87,132,97,119,103,113,66,55,17,22,14,10,513,606
Geita,Mbogwe,Mbogwe,MBOGWE,Government,S.1736,0,0,0,0,0,3,21,40,42,55,79,60,109,77,56,19,24,5,1,0,332,259
Geita,Mbogwe,Nanda,NANDA,Government,S.5261,0,0,0,0,1,2,3,6,16,23,36,42,19,24,27,10,14,1,0,0,116,108
Geita,Mbogwe,Ngemo,NGEMO,Government,S.5258,0,0,0,0,0,0,3,2,14,22,24,28,40,40,11,8,0,3,0,0,92,103
Geita,Mbogwe,Nhomolwa,NHOMOLWA,Government,S.4870,0,0,0,0,0,0,3,2,5,8,14,21,29,28,27,17,22,17,10,8,110,101
Geita,Mbogwe,Nyakafulu,MASUMBWE,Government,S.1591,0,0,5,8,63,76,86,100,203,220,228,261,123,120,145,173,93,68,23,18,969,1044
Geita,Mbogwe,Nyasato,NYASATO,Government,S.2259,0,0,0,0,22,24,20,15,27,26,40,72,48,41,54,31,35,18,11,0,257,227
Geita,Mbogwe,Ushirika,ISANGIJO,Government,S.2635,0,0,0,0,2,3,10,12,27,35,59,59,75,65,55,69,40,57,20,19,288,319
Geita,Nyang'hwale,Bukwimba,BUKWIMBA,Government,S.1170,0,0,0,0,24,20,43,95,86,122,111,100,99,88,61,36,28,11,1,0,453,472
Geita,Nyang'hwale,Busolwa,BUSOLWA,Government,S.850,0,0,0,0,0,2,14,16,38,77,92,134,128,122,115,91,48,40,6,4,441,486
Geita,Nyang'hwale,Izunya,IZUNYA,Government,S.5196,0,0,0,0,0,0,0,0,15,20,27,26,42,58,42,22,6,9,4,0,136,135
Geita,Nyang'hwale,Kafita,KAFITA,Government,S.1945,0,0,0,0,3,14,94,162,95,17,86,89,10,13,63,75,2,8,2,2,355,380
Geita,Nyang'hwale,Kakora,KAKORA,Government,S.1467,0,0,33,2,39,42,102,97,112,139,70,56,5,9,0,0,0,0,0,0,361,345
Geita,Nyang'hwale,Kharumwa,MSALALA,Government,S.1195,0,0,0,0,6,17,37,71,67,145,144,190,129,167,91,68,35,22,17,4,526,684
Geita,Nyang'hwale,Mwingiro,MWINGIRO,Government,S.1171,0,0,0,0,1,3,12,21,40,66,65,82,65,65,41,44,46,12,18,6,288,299
Geita,Nyang'hwale,Nyang'hwale,NYANG'HWALE,Government,S.459,0,0,7,3,13,19,43,65,82,86,140,123,90,100,54,38,42,11,12,3,483,448
Geita,Nyang'hwale,Nyijundu,NYIJUNDU,Government,S.4951,0,0,0,0,2,1,8,14,35,60,59,78,61,137,93,75,51,26,16,0,325,391
Geita,Nyang'hwale,Nyugwa,NYUGWA,Government,S.1946,0,0,0,0,13,19,64,59,33,30,30,36,64,59,46,25,21,17,8,8,279,253
Geita,Nyang'hwale,Shabaka,SHABAKA,Government,S.1420,0,0,2,1,7,6,51,84,101,80,36,56,101,81,34,84,9,6,0,0,341,398
Iringa,Iringa,Idodi,IDODI,Government,S.830,0,0,2,4,4,9,27,91,112,133,85,67,82,97,88,46,106,10,71,0,577,457
Iringa,Iringa,Idodi,ST. JOHN PAUL II,Non-Government,S.5107,0,0,0,6,25,16,26,14,15,18,15,16,12,5,7,1,1,0,1,11,102,87
Iringa,Iringa,Ifunda,IFUNDA GIRLS,Government,S.1806,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,87,0,164,0,364,0,623
Iringa,Iringa,Ifunda,IFUNDA TECHNICAL,Government,S.44,0,0,0,0,0,0,42,0,202,0,147,0,124,8,140,102,265,85,178,61,1098,256
Iringa,Iringa,Ifunda,KIBENA,Non-Government,S.5046,0,0,0,0,8,11,22,25,23,34,21,31,32,26,14,22,8,4,0,1,128,154
Iringa,Iringa,Ifunda,LYANDEMBELA,Government,S.1788,0,0,1,2,7,21,53,89,98,163,113,131,40,34,4,1,0,1,0,0,316,442
Iringa,Iringa,Ifunda,LYASA,Government,S.3423,2,5,13,16,10,25,17,20,27,46,16,34,16,28,10,10,6,2,0,0,117,186
Iringa,Iringa,Ifunda,ST THERESIA MIBIKIMITALI,Non-Government,S.4723,0,0,0,4,0,33,0,88,0,80,0,83,0,42,0,8,0,1,0,1,0,340
Iringa,Iringa,Ilolompya,WILIUM LUKUVI,Government,S.4025,0,0,0,0,26,45,69,68,63,84,93,91,31,40,10,8,0,0,0,0,292,336
Iringa,Iringa,Itunundu,PAWAGA,Government,S.1243,0,0,0,0,33,58,89,171,149,157,126,80,70,42,15,48,4,46,0,40,486,642
Iringa,Iringa,Izazi,IZAZI,Government,S.5287,0,0,0,0,0,0,30,30,30,42,10,4,0,0,0,0,0,0,0,0,70,76
Iringa,Iringa,Kalenga,LIPULI,Government,S.3277,0,0,0,0,50,38,99,111,30,54,50,55,60,63,0,0,0,0,0,0,289,321
Iringa,Iringa,Kalenga,ST.DOMINIC SAVIO,Non-Government,S.4817,0,0,0,0,17,9,81,45,91,64,73,56,54,48,0,0,0,0,0,0,316,222
Iringa,Iringa,Kalenga,TOSAMAGANGA,Government,S.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,227,0,594,0,871,0
Iringa,Iringa,Kihanga,KIMAIGA,Government,S.4026,0,0,2,1,2,9,8,13,28,47,34,33,30,37,19,32,10,23,7,14,140,209
Iringa,Iringa,Kihorogota,ISMANI,Government,S.684,0,0,13,18,70,72,68,83,29,61,66,111,23,77,27,90,20,120,0,44,316,676
Iringa,Iringa,Kising'a,ILAMBILOLE,Government,S.3424,0,0,0,0,4,8,28,48,85,108,66,110,48,68,47,42,8,3,1,1,287,388
Iringa,Iringa,Kiwere,BREAD OF LIFE,Non-Government,S.4738,0,0,0,0,1,2,5,8,5,17,9,13,8,18,9,9,0,0,1,0,38,67
Iringa,Iringa,Kiwere,DOKAMAN,Non-Government,S.4822,0,0,0,0,0,0,11,21,24,20,22,20,6,7,2,3,5,6,3,0,73,77
Iringa,Iringa,Kiwere,KIWERE,Government,S.1719,0,0,0,1,19,39,77,96,66,129,115,130,63,66,26,114,2,105,0,4,368,684
Iringa,Iringa,Luhota,LUHOTA,Government,S.1918,0,0,0,0,6,21,47,53,60,101,93,157,80,143,64,73,24,28,5,0,379,576
Iringa,Iringa,Luhota,ST. THOMAS NYABULA,Non-Government,S.4272,0,1,5,7,23,26,42,31,37,44,41,33,13,19,8,0,0,0,0,0,169,161
Iringa,Iringa,Lumuli,LUMULI,Government,S.1836,0,0,0,0,5,2,22,14,28,36,35,48,51,79,39,66,2,2,0,0,182,247
Iringa,Iringa,Lumuli,ST MARY'S ULETE,Non-Government,S.3569,0,0,0,0,6,8,21,18,106,72,73,57,74,49,9,5,0,0,0,0,289,209
Iringa,Iringa,Lyamgungwe,ISIMILA,Government,S.969,0,0,20,18,83,100,95,122,62,90,48,78,43,55,3,110,2,159,0,7,356,739
Iringa,Iringa,Maboga,KIPONZELO,Government,S.1325,0,0,0,0,5,10,26,60,42,54,54,38,40,70,28,26,9,6,4,2,208,266
Iringa,Iringa,Magulilwa,MAGULILWA,Non-Government,S.3558,0,0,1,1,11,7,18,10,5,6,9,7,14,11,7,9,4,3,4,3,73,57
Iringa,Iringa,Magulilwa,MUHWANA,Government,S.3431,0,0,0,0,4,9,17,55,43,74,41,87,63,83,39,63,35,12,24,8,266,391
Iringa,Iringa,Mahuninga,MAKIFU,Government,S.5288,0,0,0,0,3,5,21,22,19,36,24,33,0,4,0,0,0,0,0,0,67,100
Iringa,Iringa,Malengamakali,FURAHIA,Government,S.2427,0,0,0,0,5,4,27,39,30,66,21,61,30,54,20,12,2,1,1,0,136,237
Iringa,Iringa,Masaka,MSEKE,Government,S.1917,0,0,0,0,12,17,50,62,41,53,38,54,18,42,43,53,13,6,4,1,219,288
Iringa,Iringa,Mgama,MGAMA,Government,S.3422,0,0,0,0,1,1,53,55,46,86,54,85,52,107,44,51,5,3,0,0,255,388
Iringa,Iringa,Migoli,MTERA,Non-Government,S.1049,0,0,0,0,5,9,12,11,14,20,12,22,16,9,15,28,21,9,9,0,104,108
Iringa,Iringa,Migoli,NYERERE - MIGOLI,Government,S.1244,0,0,3,6,64,90,83,115,65,100,123,77,96,103,37,20,158,2,139,0,768,513
Iringa,Iringa,Mlowa,MLOWA,Government,S.3433,0,0,0,0,3,19,38,44,87,65,109,81,63,75,21,38,29,28,3,0,353,350
Iringa,Iringa,Mseke,TANANGOZI,Government,S.5257,0,0,0,0,3,8,24,32,27,52,16,11,7,7,6,0,1,0,0,0,84,110
Iringa,Iringa,Nyang'oro,NYANG'ORO,Government,S.4614,0,0,0,1,3,9,25,55,55,66,59,88,52,65,32,37,12,11,1,1,239,333
Iringa,Iringa,Nzihi,DIMITRIOS,Government,S.4024,0,0,0,1,22,15,40,39,42,60,45,88,48,58,37,24,13,11,7,2,254,298
Iringa,Iringa,Nzihi,KIDAMALI,Government,S.1720,0,0,0,0,10,21,71,96,78,109,96,88,40,43,20,29,8,10,1,13,324,409
Iringa,Iringa,Ulanda,KALENGA,Government,S.472,1,7,8,17,68,84,104,116,127,150,83,80,52,34,9,7,7,3,0,0,459,498
Iringa,Iringa,Wasa,ST. MONICA WASA,Non-Government,S.5202,0,1,0,0,3,4,10,12,16,14,13,11,7,3,3,0,0,0,0,1,52,46
Iringa,Iringa,Wasa,WASA,Government,S.1242,0,0,5,4,12,10,92,101,27,30,50,70,52,76,44,53,12,9,3,2,297,355
Iringa,Iringa MC,Gangilonga,HIGHLANDS,Non-Government,S.112,0,0,0,1,3,7,18,17,33,21,28,30,32,23,17,15,18,7,6,7,155,128
Iringa,Iringa MC,Gangilonga,IRINGA GIRLS,Government,S.106,0,0,0,2,0,7,0,47,0,62,0,63,0,83,0,162,0,299,0,108,0,833
Iringa,Iringa MC,Gangilonga,KLERUU,Government,S.1003,0,0,3,10,36,53,52,84,100,115,100,76,40,7,0,2,0,1,0,0,331,348
Iringa,Iringa MC,Gangilonga,LUGALO,Government,S.15,0,0,7,9,39,48,67,84,65,102,54,101,51,66,13,95,6,206,0,110,302,821
Iringa,Iringa MC,Gangilonga,UMMU -SALAMA,Non-Government,S.2583,0,0,0,0,5,6,25,47,12,13,9,10,6,2,2,0,0,0,0,0,59,78
Iringa,Iringa MC,Igumbilo,KIGUNGAWE,Government,S.5531,0,0,1,3,10,39,27,40,15,13,18,19,5,2,0,0,0,0,0,0,76,116
Iringa,Iringa MC,Ilala,MLAMKE,Government,S.1718,7,7,60,115,84,84,66,37,45,55,48,35,42,45,17,8,3,0,0,0,372,386
Iringa,Iringa MC,Isakalilo,CONSOLATA IRINGA,Non-Government,S.3860,0,0,2,3,5,9,15,28,36,30,18,8,6,0,0,0,0,0,0,0,82,78
Iringa,Iringa MC,Isakalilo,KITWIRU,Non-Government,S.2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,18,6
Iringa,Iringa MC,Kihesa,KIHESA,Government,S.3415,0,0,0,0,42,34,66,73,83,103,98,125,124,97,28,33,11,13,9,3,461,481
Iringa,Iringa MC,Kitanzini,MIYOMBONI,Government,S.3413,0,0,5,6,40,59,56,67,61,67,99,108,36,29,13,18,1,2,0,0,311,356
Iringa,Iringa MC,Kitwiru,CAGLIELO,Non-Government,S.242,0,0,0,1,0,13,0,32,0,24,0,11,0,13,0,2,0,0,0,4,0,100
Iringa,Iringa MC,Kitwiru,EASTERN STAR,Non-Government,S.4710,0,0,8,11,19,17,10,8,12,3,1,0,0,0,0,0,0,0,0,0,50,39
Iringa,Iringa MC,Kitwiru,EFATHA,Non-Government,S.4192,0,0,0,0,0,0,0,0,0,0,3,4,7,10,0,1,0,0,0,0,10,15
Iringa,Iringa MC,Kitwiru,IPOGOLO,Government,S.3414,0,0,5,3,24,56,61,81,82,94,105,117,89,68,38,18,0,0,0,0,404,437
Iringa,Iringa MC,Kitwiru,IRINGA ADVENTIST,Non-Government,S.3951,0,0,3,2,9,12,7,14,17,21,16,8,9,4,0,0,0,0,0,0,61,61
Iringa,Iringa MC,Kitwiru,RUAHA SEMINARI,Non-Government,S.324,0,0,1,1,1,2,0,5,4,4,11,1,7,10,4,1,1,0,0,0,29,24
Iringa,Iringa MC,Kwakilosa,KWAKILOSA,Government,S.4022,0,0,5,8,25,41,46,69,62,67,60,71,49,44,10,9,1,2,0,1,258,312
Iringa,Iringa MC,Makorongoni,MWEMBETOGWA,Non-Government,S.230,0,0,0,0,0,0,2,3,5,5,12,14,13,16,31,31,41,49,11,8,115,126
Iringa,Iringa MC,Mkimbizi,MTWIVILA,Government,S.2301,0,0,0,3,22,43,72,100,95,81,73,90,58,64,40,25,51,47,0,1,411,454
Iringa,Iringa MC,Mkimbizi,WENDYRAYNA,Non-Government,S.4841,0,1,0,0,0,2,7,3,6,6,7,5,1,0,1,2,0,0,0,0,22,19
Iringa,Iringa MC,Mkwawa,KWELU,Non-Government,S.4188,0,0,0,0,4,5,4,6,8,5,5,10,5,8,3,1,1,3,0,0,30,38
Iringa,Iringa MC,Mkwawa,MKWAWA,Government,S.4023,0,0,2,0,18,46,60,74,72,64,62,76,64,50,23,10,1,0,0,0,302,320
Iringa,Iringa MC,Mkwawa,SPRING VALLEY GIRLS',Non-Government,S.1820,0,0,0,0,0,23,0,21,0,3,0,40,0,43,0,3,0,0,0,0,0,133
Iringa,Iringa MC,Mlandege,MLANDEGE,Government,S.4021,0,0,0,1,13,18,73,71,37,73,55,76,64,66,34,18,7,5,3,0,286,328
Iringa,Iringa MC,Mwangata,MAWELEWELE,Government,S.514,0,0,1,3,37,32,46,81,100,123,117,135,71,41,61,33,45,38,1,2,479,488
Iringa,Iringa MC,Mwangata,MIVINJENI IDUNDA,Government,S.5291,0,0,8,9,15,37,70,70,28,28,5,3,1,0,0,0,0,0,0,0,127,147
Iringa,Iringa MC,Mwangata,SCIM POLYTECH,Non-Government,S.4998,0,0,2,5,5,15,21,21,24,20,27,12,18,14,6,3,4,3,7,1,114,94
Iringa,Iringa MC,Mwangata,SUN,Non-Government,S.5096,0,0,0,0,7,11,14,16,24,16,13,17,13,10,3,5,2,1,2,0,78,76
Iringa,Iringa MC,Nduli,EBENEZER SEMINARI,Non-Government,S.3589,0,0,0,0,2,2,30,25,52,46,40,34,42,20,13,22,7,4,2,1,188,154
