Region,Council,Ward,School Name,School Ownership,REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F
Simiyu,Busega,Nyashimo,NASSA,Government,S.786,0,0,0,0,16,20,42,46,105,108,95,82,24,35,12,15,2,3,0,0,296,309
Simiyu,Busega,Nyashimo,SIMBA WA YUDA,Non-Government,S.3870,0,0,2,4,8,12,24,23,26,13,34,27,37,28,17,19,23,17,26,26,197,169
Simiyu,Busega,Shigala,SHIGALA,Government,S.2592,0,0,0,0,80,71,51,53,28,50,34,49,24,39,22,27,14,8,6,2,259,299
Simiyu,Itilima,Budalabujiga,BUDALABUJIGA,Government,S.2923,0,0,0,0,0,1,17,30,36,44,31,46,41,43,16,17,5,4,2,0,148,185
Simiyu,Itilima,Bumera,BUMERA,Government,S.2275,0,0,0,0,0,0,5,6,10,16,24,33,24,43,15,28,12,5,14,0,104,131
Simiyu,Itilima,Bumera,HABIYA,Government,S.2925,0,0,0,0,1,1,4,5,19,14,23,34,25,35,25,19,34,16,4,2,135,126
Simiyu,Itilima,Chinamili,CHINAMILI,Government,S.2922,0,0,0,0,0,0,16,22,34,44,28,36,26,17,7,1,0,0,0,0,111,120
Simiyu,Itilima,Chinamili,KANADI,Government,S.740,0,0,5,11,44,58,50,45,50,32,43,31,38,20,120,6,62,0,13,0,425,203
Simiyu,Itilima,Ikindilo,IKINDILO,Government,S.2935,0,0,0,0,0,4,6,7,37,47,50,65,42,39,26,24,16,7,6,4,183,197
Simiyu,Itilima,Kinang'weli,KINANG'WELI,Government,S.2927,0,0,0,0,0,1,6,5,17,18,27,39,50,35,27,28,11,5,2,0,140,131
Simiyu,Itilima,Kinang'weli,MWAKILANGI,Government,S.3497,0,0,0,0,0,0,6,4,13,19,22,33,19,19,16,2,5,2,6,0,87,79
Simiyu,Itilima,Lagangabilili,LAGANGABILILI,Government,S.2924,0,0,0,0,0,0,5,15,4,33,23,67,52,43,45,34,17,15,13,4,159,211
Simiyu,Itilima,Luguru,IKUNGULIPU,Government,S.3416,0,0,0,0,0,0,4,5,13,26,26,43,36,34,47,51,28,24,9,14,163,197
Simiyu,Itilima,Luguru,INALO,Government,S.2926,0,0,0,0,1,2,12,17,28,26,34,57,24,34,39,44,22,15,6,2,166,197
Simiyu,Itilima,Luguru,ITILIMA,Government,S.789,0,0,2,3,1,11,15,38,55,56,39,62,62,50,46,59,34,99,7,71,261,449
Simiyu,Itilima,Mbita,SUNZULA,Government,S.3498,0,0,0,0,2,2,5,16,35,38,24,20,32,22,13,14,19,12,7,3,137,127
Simiyu,Itilima,Mhunze,MADILANA,Government,S.3499,0,0,0,0,1,2,22,27,19,24,28,47,43,47,47,31,17,11,2,0,179,189
Simiyu,Itilima,Migato,MHUNZE,Government,S.2273,0,0,0,0,0,6,2,6,15,35,29,61,39,31,31,25,19,15,12,3,147,182
Simiyu,Itilima,Migato,SHISHANI,Government,S.3500,0,0,0,0,2,2,5,4,24,16,24,28,24,31,29,15,2,1,0,0,110,97
Simiyu,Itilima,Mwalushu,MWALUSHU,Government,S.2929,0,0,0,0,0,0,50,75,45,39,12,8,12,20,28,31,20,18,16,14,183,205
Simiyu,Itilima,Mwamapalala,IDOSELO,Government,S.3417,0,0,7,2,19,15,57,82,3,12,26,45,25,65,38,38,30,16,8,3,213,278
Simiyu,Itilima,Mwamapalala,MWAMAPALALA,Non-Government,S.448,0,0,0,0,10,13,21,18,30,29,38,39,29,22,30,21,5,3,2,0,165,145
Simiyu,Itilima,Mwamtani,MWAMTANI,Government,S.3502,0,0,0,0,0,0,25,20,40,45,26,26,14,35,5,12,0,3,0,0,110,141
Simiyu,Itilima,Mwaswale,LUNG'WA,Government,S.2921,0,0,0,0,0,0,5,4,16,22,18,27,20,35,10,8,8,12,0,0,77,108
Simiyu,Itilima,Mwaswale,MWASWALE,Government,S.2274,0,0,0,0,0,0,0,2,17,22,40,48,73,31,41,20,9,11,2,2,182,136
Simiyu,Itilima,Ndolelezi,NDOLELEJI,Government,S.3501,0,0,0,0,0,0,4,3,10,18,27,53,37,35,29,18,13,1,3,0,123,128
Simiyu,Itilima,Nkoma,NKOMA,Government,S.1742,0,0,0,0,0,0,40,70,75,124,66,54,28,20,20,30,23,10,0,0,252,308
Simiyu,Itilima,Nyamalapa,BUNAMHALA MBUGANI,Government,S.2928,0,0,0,0,0,0,21,23,45,62,75,76,50,69,42,29,15,11,0,0,248,270
Simiyu,Itilima,Sagata,LAINI,Government,S.1741,0,0,0,0,4,1,15,20,24,56,33,40,30,24,11,12,11,4,24,6,152,163
Simiyu,Itilima,Sagata,SAGATA,Government,S.3503,0,0,0,0,0,0,19,30,16,29,46,46,26,31,19,25,1,1,1,0,128,162
Simiyu,Itilima,Sawida,MAHEMBE,Government,S.2269,0,0,0,0,0,1,2,4,2,11,22,23,17,25,28,12,17,11,8,1,96,88
Simiyu,Itilima,Zagayu,BUKINGWAMINZI,Government,S.3418,0,0,0,0,0,1,1,15,12,29,40,29,38,21,47,33,8,5,1,0,147,133
Simiyu,Itilima,Zagayu,KABALE - BARIADI,Government,S.1737,0,0,0,0,28,30,30,36,36,44,30,32,37,41,23,39,13,13,0,0,197,235
Simiyu,Maswa,Badi,BADI,Government,S.2797,0,0,0,0,0,0,21,55,37,60,54,52,34,62,6,18,20,13,0,0,172,260
Simiyu,Maswa,Binza,MWAKALEKA,Government,S.2744,0,0,0,0,0,10,20,21,33,45,53,69,46,30,15,16,5,9,0,0,172,200
Simiyu,Maswa,Buchambi,KINAMWIGULU,Government,S.2225,0,0,0,0,0,0,30,37,43,65,27,32,46,33,32,34,15,13,3,2,196,216
Simiyu,Maswa,Budekwa,BUDEKWA,Government,S.2223,0,0,0,0,3,8,36,15,31,36,39,61,36,50,47,22,17,8,2,0,211,200
Simiyu,Maswa,Bugarama,ITULE,Government,S.2801,0,0,0,0,7,8,24,37,17,22,28,32,30,46,8,9,5,5,0,0,119,159
Simiyu,Maswa,Busangi,ISANGA,Government,S.1698,0,0,1,1,2,13,22,30,28,39,21,47,17,21,22,15,11,13,7,0,131,179
Simiyu,Maswa,Busilili,MAJEBELE,Government,S.2224,0,0,0,0,0,0,11,12,22,31,36,53,32,46,34,37,15,16,13,2,163,197
Simiyu,Maswa,Ipililo,BUSHASHI,Government,S.2745,0,0,0,0,0,2,0,15,13,23,33,53,20,30,21,24,23,7,2,1,112,155
Simiyu,Maswa,Ipililo,IPILILO,Government,S.1703,0,0,0,0,2,3,23,25,50,45,66,42,73,62,64,62,15,7,2,0,295,246
Simiyu,Maswa,Isanga,NGï¿½HUMBU,Government,S.2743,0,0,0,0,2,1,9,17,16,31,14,18,26,35,22,35,14,4,4,1,107,142
Simiyu,Maswa,Jija,JIJA,Government,S.2799,0,0,0,0,20,15,40,45,33,34,47,52,88,90,39,35,13,8,0,0,280,279
Simiyu,Maswa,Kadoto,KADOTO,Government,S.1700,0,0,0,0,0,0,1,13,11,26,20,43,39,37,61,57,43,7,21,2,196,185
Simiyu,Maswa,Kulimi,KULIMI,Government,S.2227,0,0,0,0,0,0,14,25,22,52,58,52,32,28,19,5,2,5,0,0,147,167
Simiyu,Maswa,Lalago,LALAGO,Non-Government,S.319,0,0,0,0,0,0,3,2,2,4,10,13,13,7,18,12,7,2,5,0,58,40
Simiyu,Maswa,Lalago,MWAGALA,Government,S.1701,0,0,0,0,6,7,17,51,63,43,85,66,38,54,30,33,17,21,12,4,268,279
Simiyu,Maswa,Malampaka,MALAMPAKA,Government,S.584,0,0,0,0,15,28,62,73,56,64,57,75,40,61,32,45,59,12,151,5,472,363
Simiyu,Maswa,Masela,MASELA,Government,S.2222,0,0,2,5,3,8,12,18,26,48,27,35,25,25,20,21,10,6,6,0,131,166
Simiyu,Maswa,Masela,MWASAYI,Government,S.983,0,0,0,0,3,1,36,32,17,32,18,15,22,27,20,22,18,10,10,0,144,139
Simiyu,Maswa,Mataba,MATABA,Government,S.2742,0,0,0,0,1,3,5,12,39,55,49,76,48,27,12,7,2,2,0,0,156,182
Simiyu,Maswa,Mbaragane,MASUMBA,Government,S.2798,0,0,7,1,8,12,48,49,10,14,22,16,45,44,37,22,32,20,5,0,214,178
Simiyu,Maswa,Mpindo,MPINDO,Government,S.5503,0,0,0,0,0,0,0,1,9,26,19,13,8,5,1,0,0,0,0,0,37,45
Simiyu,Maswa,Mwabayanda,MWABAYANDA,Government,S.2746,0,0,0,0,5,15,24,24,9,13,0,1,8,11,5,7,17,6,8,9,76,86
Simiyu,Maswa,Mwamanenge,MWAMANENGE,Government,S.2802,0,0,0,0,0,0,0,4,38,48,21,31,30,21,43,29,7,1,4,0,143,134
Simiyu,Maswa,Mwamashimba,BUCHAMBI,Government,S.3132,0,0,0,0,1,0,3,6,12,31,97,95,49,62,52,84,5,7,0,0,219,285
Simiyu,Maswa,Mwang'honoli,MWANG'HONOLI,Government,S.5534,0,0,7,0,14,8,42,35,0,0,0,0,0,0,0,0,0,0,0,0,63,43
Simiyu,Maswa,Nguliguli,NGULIGULI,Government,S.1306,0,0,0,0,1,2,10,16,34,44,46,54,55,61,38,47,31,22,21,6,236,252
Simiyu,Maswa,Ng'wigwa,NGï¿½WIGWA,Government,S.2748,0,0,0,0,0,1,0,11,11,39,31,57,35,43,39,28,22,8,9,3,147,190
Simiyu,Maswa,Nyabubinza,NYABUBINZA,Government,S.1699,0,0,0,1,2,1,16,18,34,61,49,66,40,37,25,30,18,14,2,5,186,233
Simiyu,Maswa,Nyabubinza,SALAGE,Government,S.2796,0,0,0,0,0,2,2,8,8,21,31,48,28,39,55,45,51,18,17,7,192,188
Simiyu,Maswa,Sangamwalugesha,MWANDETE,Government,S.1702,0,0,0,0,2,4,4,9,25,27,49,33,25,23,16,19,8,16,0,6,129,137
Simiyu,Maswa,Sangamwalugesha,SANGAMWALUGESHA,Government,S.2747,0,0,0,0,3,7,13,31,25,29,35,29,25,35,20,25,9,12,6,12,136,180
Simiyu,Maswa,Senani,SENANI,Government,S.2800,0,0,0,0,0,0,4,0,23,30,29,24,31,46,15,20,12,14,9,2,123,136
Simiyu,Maswa,Senani,ZEBEYA,Government,S.2228,0,0,0,0,0,3,8,13,14,20,20,20,32,30,42,36,30,7,7,0,153,129
Simiyu,Maswa,Seng'wa,SENGï¿½WA,Government,S.2803,0,0,0,0,1,3,13,21,29,37,24,49,19,28,14,13,6,6,1,0,107,157
Simiyu,Maswa,Shanwa,DEKAPOLI,Non-Government,S.4779,0,0,0,0,0,0,6,5,7,5,4,11,10,16,11,13,4,5,0,0,42,55
Simiyu,Maswa,Shanwa,NYALIKUNGU,Government,S.1180,0,0,0,0,12,16,32,44,91,122,101,118,82,78,53,74,37,20,8,7,416,479
Simiyu,Maswa,Shanwa,ST. ALOYSIUS GONZAGA SEMINARY SHANWA,Non-Government,S.4781,0,0,8,0,27,0,51,0,53,0,75,0,63,0,48,0,5,0,1,0,331,0
Simiyu,Maswa,Shishiyu,SHISHIYU,Government,S.2226,0,0,0,0,0,0,4,8,11,21,41,42,91,106,75,89,38,33,24,6,284,305
Simiyu,Maswa,Sola,BINZA,Government,S.481,0,0,1,2,17,24,106,128,63,85,86,104,75,77,57,12,139,2,124,0,668,434
Simiyu,Maswa,Sukuma,MASWA,Government,S.248,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,191,0,322,0,285,0,848
Simiyu,Maswa,Sukuma,SUKUMA,Government,S.2221,0,0,19,4,27,25,51,75,2,9,12,42,23,44,43,46,35,15,27,11,239,271
Simiyu,Maswa,Zanzui,ZANZUI,Government,S.5532,0,0,0,0,0,1,23,9,11,26,7,18,4,11,5,1,3,0,0,0,53,66
Simiyu,Meatu,Bukundi,BUKUNDI,Government,S.2643,0,0,0,0,3,4,29,34,14,13,23,29,12,16,7,8,1,0,0,2,89,106
Simiyu,Meatu,Imalaseko,IMALASEKO,Government,S.2632,20,44,11,7,18,24,27,21,20,16,13,13,8,1,0,0,0,0,0,0,117,126
Simiyu,Meatu,Itinje,ITINJE,Government,S.2642,0,0,0,0,0,12,15,16,26,44,69,82,53,61,13,26,2,4,0,0,178,245
Simiyu,Meatu,Kimali,PAJI,Government,S.2343,0,0,0,0,8,2,38,45,33,31,21,12,14,18,18,12,1,0,0,0,133,120
Simiyu,Meatu,Kisesa,KISESA,Government,S.2633,0,0,0,0,1,4,8,29,20,45,59,114,62,38,22,12,31,4,0,0,203,246
Simiyu,Meatu,Kisesa,MWAUKOLI,Government,S.3675,0,0,9,6,11,36,32,25,2,8,13,19,18,31,31,15,34,11,23,2,173,153
Simiyu,Meatu,Lubiga,LUBIGA,Government,S.2345,0,0,0,0,23,28,49,62,16,22,30,50,43,40,41,13,19,1,6,0,227,216
Simiyu,Meatu,Mwabuma,MWABUMA,Government,S.2342,0,0,0,0,0,4,0,4,23,48,58,94,62,69,46,48,18,13,15,4,222,284
Simiyu,Meatu,Mwabusalu,MWABUSALU,Government,S.2644,0,0,0,0,0,0,6,11,11,40,71,89,36,57,26,10,2,0,1,0,153,207
Simiyu,Meatu,Mwabuzo,NYALANJA,Government,S.1193,0,0,0,0,0,0,10,16,26,70,54,53,38,38,31,18,10,26,4,40,173,261
Simiyu,Meatu,Mwakisandu,MWAKISANDU,Government,S.5421,0,0,0,0,0,0,7,9,15,34,17,33,25,14,6,2,0,0,0,0,70,92
Simiyu,Meatu,Mwamalole,MWAMALOLE,Government,S.2341,0,0,0,0,6,7,9,23,28,24,31,58,15,26,15,13,5,2,0,0,109,153
Simiyu,Meatu,Mwamanongu,MWAMANONGU,Government,S.2267,0,0,0,0,0,0,1,1,13,20,30,35,29,24,22,6,8,1,2,0,105,87
Simiyu,Meatu,Mwamishali,MWAMISHALI,Government,S.2640,0,0,0,0,4,3,19,40,51,69,46,56,40,35,33,16,7,1,4,1,204,221
Simiyu,Meatu,Mwandoya,MWAKALUBA,Government,S.3674,0,0,0,0,0,0,2,10,13,23,7,25,12,21,15,32,10,11,2,1,61,123
Simiyu,Meatu,Mwandoya,MWANDOYA,Government,S.800,0,0,0,0,26,30,63,68,53,71,36,44,103,48,48,16,2,0,33,0,364,277
Simiyu,Meatu,Mwangudo,MAKAO,Government,S.5236,0,0,0,0,2,7,10,15,21,18,13,15,18,14,10,3,5,2,0,0,79,74
Simiyu,Meatu,Mwanhuzi,KIMALI,Government,S.984,0,0,0,0,1,2,37,63,91,170,71,103,62,104,46,55,17,10,12,0,337,507
Simiyu,Meatu,Mwanhuzi,LITTLE SISTERS,Non-Government,S.5328,0,0,0,2,2,20,15,41,9,24,11,6,1,4,0,0,0,0,0,0,38,97
Simiyu,Meatu,Mwanjolo,MWANJOLO,Government,S.2639,0,0,0,0,2,7,26,24,15,16,14,22,14,26,11,24,9,14,0,0,91,133
Simiyu,Meatu,Mwanyahina,MEATU,Government,S.419,0,0,0,0,5,8,58,77,69,73,82,111,65,80,57,56,24,15,158,2,518,422
Simiyu,Meatu,Mwasengela,LINGEKA,Government,S.2344,0,0,0,0,0,0,70,86,97,141,37,43,52,56,1,2,0,0,0,0,257,328
Simiyu,Meatu,Ng'hoboko,NG`HOBOKO,Government,S.1726,0,0,0,0,0,0,53,62,52,74,44,37,24,34,6,12,4,2,0,0,183,221
Simiyu,Meatu,Nkoma,LYUSA,Government,S.2641,0,0,0,5,6,20,11,28,22,36,20,46,21,24,17,13,11,6,4,0,112,178
Simiyu,Meatu,Tindabuligi,SAKASAKA,Government,S.2266,0,0,0,0,0,0,75,87,70,60,44,71,38,40,18,22,0,0,0,0,245,280
Singida,Ikungi,Dung'unyi,DADU,Government,S.4004,0,0,1,1,1,6,30,63,8,13,25,48,28,35,32,40,8,11,5,1,138,218
Singida,Ikungi,Dung'unyi,DUNG'UNYI SEMINARY,Non-Government,S.105,0,0,0,0,5,0,21,0,32,0,36,0,35,0,17,0,17,0,19,0,182,0
Singida,Ikungi,Dung'unyi,MUNKINYA,Government,S.2045,0,0,0,0,1,7,9,14,28,33,58,66,85,56,39,34,16,18,0,0,236,228
Singida,Ikungi,Ighombwe,IGHOMBWE,Government,S.3912,0,0,0,0,0,1,8,10,11,12,20,16,15,24,21,12,9,4,13,6,97,85
Singida,Ikungi,Iglansoni,IGLANSONI,Government,S.3920,0,0,0,1,0,6,3,22,16,31,25,29,18,14,22,7,21,5,1,1,106,116
Singida,Ikungi,Ihanja,MASINDA,Government,S.2040,0,0,0,0,18,26,35,48,35,52,34,75,47,60,34,53,17,15,5,0,225,329
Singida,Ikungi,Ikungi,IKUNGI,Government,S.747,0,0,0,0,14,48,20,41,77,111,84,130,70,81,46,54,18,74,10,76,339,615
Singida,Ikungi,Irisya,IRISYA,Government,S.2053,0,0,0,0,2,0,0,8,24,46,39,58,30,44,21,22,6,4,1,1,123,183
Singida,Ikungi,Isseke,IHANJA TECHNICAL,Non-Government,S.143,0,0,0,0,0,3,3,10,3,9,10,7,4,4,4,2,1,0,0,0,25,35
Singida,Ikungi,Isseke,ISEKE,Government,S.4003,0,0,0,0,3,1,16,28,38,58,36,69,42,57,43,47,16,13,5,3,199,276
Singida,Ikungi,Issuna,ISSUNA,Government,S.2042,0,0,0,0,7,22,19,55,54,118,72,103,85,109,40,51,12,23,9,2,298,483
Singida,Ikungi,Kikio,MKUNGUAKIHENDO,Government,S.4001,0,0,0,0,0,0,1,7,10,23,26,48,21,24,16,33,3,2,0,0,77,137
Singida,Ikungi,Kituntu,MIANDI,Government,S.3737,0,0,0,0,0,0,7,10,30,41,42,56,36,59,37,54,13,14,5,0,170,234
Singida,Ikungi,Kituntu,SINAI PUMA JUNIOR SEMINARI,Non-Government,S.762,0,0,4,0,18,0,74,0,19,0,26,0,71,0,12,0,2,0,3,0,229,0
Singida,Ikungi,Kituntu,UTAHO,Government,S.3917,0,0,0,0,0,0,9,18,36,43,34,56,32,46,21,11,2,5,0,1,134,180
Singida,Ikungi,Lighwa,LIGHWA,Government,S.3915,0,0,0,0,6,12,52,65,42,54,16,34,17,33,18,8,3,0,0,0,154,206
Singida,Ikungi,Makiungu,MAKIUNGU,Government,S.2567,0,0,0,0,2,8,25,33,45,69,69,111,26,38,13,7,2,0,1,0,183,266
Singida,Ikungi,Mangâ€™onyi,MANG'ONYI SHANTA,Government,S.2044,0,0,0,0,0,0,18,22,33,18,33,35,41,64,43,31,23,18,6,1,197,189
Singida,Ikungi,Mangâ€™onyi,MWAU,Government,S.3923,0,0,0,0,2,0,22,15,58,54,46,21,23,54,18,31,6,4,0,0,175,179
Singida,Ikungi,Mgungira,WEMBERE,Government,S.2051,0,0,0,0,0,0,2,7,8,22,21,26,52,40,30,24,16,7,7,2,136,128
Singida,Ikungi,Minyughe,MINYUGHE,Government,S.2047,0,0,0,0,10,14,31,27,46,62,46,60,48,100,40,46,23,7,14,3,258,319
Singida,Ikungi,Misughaa,DR.ALI MOHAMED SHEIN,Government,S.2039,0,0,0,0,0,0,5,12,33,64,55,79,40,67,46,78,7,7,5,1,191,308
Singida,Ikungi,Mkiwa,MKIWA,Government,S.3921,0,0,0,0,0,1,2,6,21,43,23,49,27,40,18,31,12,14,5,1,108,185
Singida,Ikungi,Mtunduru,MTUNDURU,Government,S.2564,0,0,0,0,1,0,3,24,55,89,65,108,53,88,63,44,21,12,10,0,271,365
Singida,Ikungi,Muhintiri,MUHINTIRI,Government,S.2041,0,0,0,0,9,8,15,10,18,19,29,55,33,38,14,26,6,18,3,5,127,179
Singida,Ikungi,Mungaa,MUNGAA,Government,S.841,0,0,0,0,1,1,102,120,68,100,56,55,48,74,46,57,23,20,1,0,345,427
Singida,Ikungi,Mwaru,MWARU,Government,S.2048,0,0,0,0,0,0,34,42,52,39,27,26,19,13,5,0,8,0,0,0,145,120
Singida,Ikungi,Ntuntu,NTUNTU,Government,S.2043,0,0,0,0,18,20,54,84,41,50,27,69,46,102,17,46,4,5,1,0,208,376
Singida,Ikungi,Puma,MARIA STIEREN,Non-Government,S.4980,0,0,0,7,0,32,0,44,0,44,0,31,0,19,0,4,0,1,0,2,0,184
Singida,Ikungi,Puma,PUMA,Government,S.722,0,0,0,0,4,5,34,48,39,71,83,106,78,78,46,56,16,16,13,0,313,380
Singida,Ikungi,Sepuka,MSUNGUA,Government,S.3914,0,0,4,4,9,6,30,50,3,11,20,45,31,59,40,24,16,3,6,3,159,205
Singida,Ikungi,Sepuka,SEPUKA,Government,S.797,0,0,0,1,0,4,12,18,30,40,43,37,28,39,25,28,4,5,0,0,142,172
Singida,Ikungi,Siuyu,PALLOTTI GIRLS,Non-Government,S.743,0,0,0,80,0,94,0,79,0,51,0,60,0,26,0,18,0,12,0,22,0,442
Singida,Ikungi,Siuyu,SIUYU,Government,S.2565,0,0,1,1,5,16,29,44,47,39,26,68,57,76,39,43,11,13,0,0,215,300
Singida,Ikungi,Unyahati,UNYAHATI,Government,S.2569,0,0,5,5,23,40,56,30,54,77,65,47,41,50,35,67,21,31,0,0,300,347
Singida,Iramba,Kaselya,KASELYA,Government,S.2607,0,0,3,1,2,5,26,52,57,77,64,69,96,63,27,37,13,9,2,6,290,319
Singida,Iramba,Kidaru,KIDARU,Government,S.2608,0,0,0,0,0,5,32,25,35,24,43,52,34,38,23,14,17,2,0,0,184,160
Singida,Iramba,Kinampanda,KINAMPANDA,Government,S.2617,0,0,0,0,4,8,28,36,36,73,78,105,73,88,49,38,13,4,4,1,285,353
Singida,Iramba,Kinampanda,TUMAINI,Government,S.113,0,0,0,2,0,20,0,44,0,68,0,77,0,66,0,60,0,103,0,149,0,589
Singida,Iramba,Kiomboi,KIOMBOI,Non-Government,S.5283,0,0,0,0,1,1,0,2,3,9,8,8,5,6,5,2,5,2,0,1,27,31
Singida,Iramba,Kiomboi,NEW KIOMBOI,Government,S.3911,0,0,0,1,1,6,25,44,73,51,55,64,43,64,25,30,14,3,5,0,241,263
Singida,Iramba,Kisiriri,KISANA,Government,S.4166,0,0,0,0,2,4,10,24,12,19,10,29,8,21,9,16,2,2,0,0,53,115
Singida,Iramba,Kisiriri,KISIRIRI,Government,S.1687,0,0,0,0,2,9,12,27,27,39,19,30,30,25,16,11,1,0,0,0,107,141
Singida,Iramba,Kyengege,KYENGEGE,Government,S.2619,0,0,0,0,19,28,23,56,74,101,98,87,67,71,21,24,1,3,3,0,306,370
Singida,Iramba,Mbelekese,MBELEKESE,Government,S.2610,0,0,0,0,0,5,44,40,44,66,45,88,42,92,38,41,14,10,5,0,232,342
Singida,Iramba,Mgongo,MGONGO,Government,S.3909,0,0,0,0,3,2,16,16,21,29,22,40,26,20,23,17,3,4,2,2,116,130
Singida,Iramba,Mtekente,MTEKENTE,Government,S.2507,0,0,0,0,0,1,6,13,24,20,28,29,39,47,17,9,6,0,4,0,124,119
Singida,Iramba,Mtoa,MTOA,Government,S.2618,0,0,0,0,0,0,14,14,47,44,71,34,76,73,56,46,9,11,5,3,278,225
Singida,Iramba,Mukulu,MUKULU,Government,S.4162,0,0,0,1,7,10,13,12,18,20,31,51,39,37,24,19,6,1,0,0,138,151
Singida,Iramba,Ndago,NDAGO,Government,S.761,0,0,0,0,6,9,18,30,52,67,25,48,22,39,18,12,4,0,0,0,145,205
Singida,Iramba,Ndago,USHORA,Government,S.3910,0,0,0,0,1,3,16,34,48,66,59,48,41,48,31,13,11,0,0,0,207,212
Singida,Iramba,Ntwike,NTWIKE,Government,S.2615,0,0,0,0,2,5,13,19,27,46,38,41,32,35,29,33,15,13,3,2,159,194
Singida,Iramba,Old-Kiomboi,KINAMBEU,Government,S.2612,0,0,0,0,5,20,38,59,70,69,76,86,57,75,50,42,14,4,4,0,314,355
Singida,Iramba,Old-Kiomboi,LULUMBA,Government,S.377,0,0,0,0,85,128,75,75,93,93,27,64,65,5,224,2,22,1,0,0,591,368
Singida,Iramba,Shelui,SHELUI,Government,S.814,0,0,0,0,29,15,49,47,90,119,59,88,69,63,53,37,11,6,1,0,361,375
Singida,Iramba,Tulya,TULYA,Government,S.2611,0,0,0,0,0,1,0,7,35,40,56,57,51,36,33,26,24,7,6,1,205,175
Singida,Iramba,Ulemo,KIZAGA,Government,S.925,0,0,0,0,4,8,25,80,51,92,74,87,86,77,64,49,17,0,4,0,325,393
Singida,Iramba,Urughu,URUGHU,Government,S.2609,0,0,8,2,7,6,31,38,7,13,17,37,22,33,22,21,10,8,5,2,129,160
Singida,Itigi,Aghondi,KAMENYANGA,Government,S.2602,0,0,0,0,1,3,12,17,18,22,39,59,31,31,19,23,2,1,0,0,122,156
Singida,Itigi,Idodyandole,IDODYANDOLE,Government,S.2601,0,0,0,0,1,2,5,8,5,12,13,19,17,27,24,8,9,6,11,1,85,83
Singida,Itigi,Ipande,IPAMUDA,Government,S.2600,0,0,0,0,0,0,13,9,18,27,36,27,31,19,15,16,12,4,3,0,128,102
Singida,Itigi,Itigi Mjini,HANDU,Government,S.3750,0,0,0,0,0,1,1,8,37,51,98,111,56,60,66,33,4,16,3,1,265,281
Singida,Itigi,Itigi Mjini,KIMADOI,Government,S.2033,0,0,0,1,3,10,36,67,48,69,52,51,65,62,56,33,26,26,12,6,298,325
Singida,Itigi,Mgandu,MGANDU,Government,S.4164,0,0,0,0,0,5,4,12,30,40,27,29,48,37,37,18,22,8,5,1,173,150
Singida,Itigi,Mitundu,KALEKWA,Government,S.4163,0,0,0,1,1,2,4,20,21,44,37,52,41,32,39,36,18,10,16,1,177,198
Singida,Itigi,Mitundu,MARGARETA NASEAU,Non-Government,S.4855,0,0,0,1,4,7,11,19,23,22,26,21,22,30,13,15,6,5,2,1,107,121
Singida,Itigi,Mitundu,MITUNDU,Government,S.912,0,0,0,0,6,4,19,17,36,34,44,36,77,34,27,19,22,24,15,12,246,180
Singida,Itigi,Rungwa,RUNGWA,Government,S.2598,0,0,2,2,14,10,32,31,4,4,14,13,16,13,24,10,8,2,4,0,118,85
Singida,Itigi,Sanjaranda,SANJARANDA,Government,S.2599,0,0,0,0,10,18,11,21,32,48,37,32,42,53,46,26,8,8,5,8,191,214
Singida,Itigi,Tambukareli,ITIGI,Government,S.728,0,0,0,0,4,4,16,27,43,78,75,86,83,80,56,60,86,48,167,46,530,429
Singida,Manyoni,Chikola,KIZIGO,Government,S.1652,0,0,0,0,2,3,14,19,32,43,46,40,33,29,24,34,21,15,5,5,177,188
Singida,Manyoni,Chikuyu,CHIKUYU,Government,S.887,0,0,0,0,10,10,26,30,30,53,49,66,62,87,45,40,7,15,1,3,230,304
Singida,Manyoni,Heka,HEKA,Government,S.2037,0,0,0,0,0,0,38,28,49,42,43,62,47,36,7,6,2,0,0,0,186,174
Singida,Manyoni,Isseke,ISSEKE,Government,S.2603,0,0,0,0,0,0,0,0,22,30,30,50,27,30,42,20,8,9,6,0,135,139
Singida,Manyoni,Kintinku,KINTINKU,Government,S.2034,0,0,0,0,3,2,10,27,46,20,57,63,48,83,45,51,20,24,7,6,236,276
Singida,Manyoni,Majiri,KINANGALI,Government,S.2604,0,0,0,1,6,2,6,10,26,34,24,32,35,40,22,24,14,13,5,0,138,156
Singida,Manyoni,Makanda,MAKANDA,Government,S.2605,0,0,1,0,0,9,21,27,15,5,20,20,10,13,13,13,11,12,7,5,98,104
Singida,Manyoni,Makuru,MAKURU,Government,S.2035,0,0,0,1,1,2,10,25,29,44,52,66,37,41,34,30,21,35,7,1,191,245
Singida,Manyoni,Manyoni,AMANI GIRLS,Non-Government,S.1057,0,0,0,5,0,60,0,116,0,94,0,56,0,39,0,2,0,1,0,0,0,373
Singida,Manyoni,Manyoni,MANYONI,Government,S.2038,0,0,0,10,7,27,38,76,72,82,58,65,69,70,30,34,19,15,6,2,299,381
