School  Code,School Name,Category,Type,County
14333208,KIANGUNGI SECONDARY SCHOOL,County,Girls,Embu
14341202,NGENGE SECONDARY SCHOOL,County,Girls,Embu
14341203,KIAMURINGA SECONDARY SCHOOL,County,Girls,Embu
14341204,ST.CLARE GIRL’S SECONDARY SCHOOL-KANGETA,County,Girls,Embu
14341206,KIRIMA MIXED SECONDARY SCHOOL,County,Mixed,Embu
14341301,MBONDONI SECONDARY SCHOOL,County,Mixed,Embu
14341401,KARABA BOYS SECONDARY SCHOOL,County,Boys,Embu
14341402,STEPHEN KISILU SECONDARY SCHOOL RIAKANAU,County,Mixed,Embu
14341403,GATEGI  GIRLS  SECONDARY SCHOOL,County,Girls,Embu
14341405,CONSOLATA GIRLS SECONDARY SCHOOL- GITARAKA,County,Girls,Embu
14355113,ST JOHN’S KIANJUKI SECONDARY SCHOOL,County,Girls,Embu
14355203,ST PETER’S KATHAKWA SECONDARY SCHOOL,County,Mixed,Embu
15304107,KIRIGE HIGH SCHOOL,County,Boys,Meru
15304110,NTHIMBIRI SECONDARY SCHOOL,County,Boys,Meru
15304201,GIAKI GIRLS SECONDARY SCHOOL,County,Girls,Meru
15304202,CHUGU BOYS SECONDARY SCHOOL,County,Boys,Meru
15304204,MULATHANKARI GIRLS HIGH SCHOOL,County,Girls,Meru
15304205,THUURA SECONDARY SCHOOL,County,Boys,Meru
15304206,NKABUNE GIRLS SECONDARY SCHOOL,County,Girls,Meru
15304207,MUNITHU SECONDARY SCHOOL,County,Girls,Meru
15318102,NKANDO SECONDARY SCHOOL,County,Boys,Meru
15318103,RUIGA GIRLS SECONDARY SCHOOL,County,Girls,Meru
15318201,MWANGANTHIA SECONDARY SCHOOL,County,Mixed,Meru
15318203,GAITU SECONDARY SCHOOL,County,Mixed,Meru
15318204,KAONGO GIRLS SECONDARY SCHOOL,County,Girls,Meru
15318209,KIAMURI SECONDARY SCHOOL,County,Mixed,Meru
15318302,KEERU SECONDARY SCHOOL,County,Boys,Meru
15318305,KITHIRUNE GIRLS’ SECONDARY SCHOOL,County,Girls,Meru
15318307,KATHERI HIGH SCHOOL,County,Boys,Meru
15318308,GITHONGO SECONDARY SCHOOL,County,Boys,Meru
15318311,KARUGWA GIRLS’ SECONDARY SCHOOL,County,Girls,Meru
15318328,KATHERI GIRLS HIGH SCHOOL,County,Girls,Meru
15319103,NKUENE MIXED SECONDARY SCHOOL,County,Boys,Meru
15319105,UKUU HIGH SCHOOL,County,Girls,Meru
15319106,KATHERA SECONDARY SCHOOL,County,Boys,Meru
15319107,MIKUMBUNE SECONDARY SCHOOL,County,Boys,Meru
15319108,KATHERA GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319109,NYAGENE GIRLS’ SECONDARY SCHOOL,County,Girls,Meru
15319110,URUKU GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319202,NDAGENE SECONDARY SCHOOL,County,Boys,Meru
15319203,KITHANGARI GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319204,KITHATU GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319206,IGOKI BOYS’ SECONDARY SCHOOL,County,Boys,Meru
15319208,IGANDENE SECONDARY SCHOOL,County,Boys,Meru
15319210,MACHIKINE GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319214,KITHANGARI BOYS SECONDARY SCHOOL,County,Boys,Meru
15319221,MARAA  SECONDARY SCHOOL,County,Girls,Meru
15319303,MIRURIIRI BOYS SECONDARY SCHOOL,County,Boys,Meru
15319308,ST AGNES-GAUKUNE GIRLS SECONDARY SCHOOL,County,Girls,Meru
15319318,MIRURIIRI GIRLS SECONDARY SCHOOL,County,Girls,Meru
15327102,ST. LUKE’S SECONDARY SCHOOL,County,Boys,Meru
15327103,KANJALU GIRLS SECONDARY SCHOOL,County,Girls,Meru
15327104,AKITHII GIRLS SECONDARY SCHOOL,County,Girls,Meru
15327105,KIMACHIA SECONDARY SCHOOL,County,Mixed,Meru
15327106,KIBULINE SECONDARY SCHOOL,County,Mixed,Meru
15327107,ATHWANA HIGH SCHOOL,County,Mixed,Meru
15327108,KIANJAI SECONDARY SCHOOL,County,Boys,Meru
15327109,KITHEO SECONDARY SCHOOL,County,Mixed,Meru
15327110,  URINGU GIRLS SECONDARY SCHOOL,County,Girls,Meru
15327111,MCK MITUNTU GIRLS’ SECONDARY SCHOOL,County,Girls,Meru
15327113,ST.FRANCIS OF ASSISI SECONDARY SCHOOL – MURAMBA,County,Mixed,Meru
15334103,FGCK KISIMA SECONDARY SCHOOL,County,Mixed,Meru
