geo_id,year,water,internet,electricity,library,cafeteria
NIG-000712,2014,True,,False,,
NIG-000713,2014,True,,True,,
NIG-000714,2014,False,,False,,
NIG-000715,2014,False,,False,,
NIG-000716,2014,False,,False,,
NIG-000717,2014,False,,False,,
NIG-000718,2014,False,,False,,
NIG-000719,2014,False,,False,,
NIG-000720,2014,True,,True,,
NIG-000721,2014,True,,True,,
NIG-000722,2014,False,,True,,
NIG-000723,2014,True,,False,,
NIG-000724,2014,True,,True,,
NIG-000725,2014,False,,False,,
NIG-000726,2014,True,,True,,
NIG-000727,2014,True,,True,,
NIG-000728,2014,True,,True,,
NIG-000729,2014,False,,True,,
NIG-000730,2014,True,,False,,
NIG-000731,2014,True,,True,,
NIG-000732,2014,True,,True,,
NIG-000733,2014,True,,True,,
NIG-000734,2014,True,,True,,
NIG-000735,2014,False,,False,,
NIG-000736,2014,True,,True,,
NIG-000737,2014,False,,False,,
NIG-000738,2014,False,,False,,
NIG-000739,2014,True,,True,,
NIG-000740,2014,True,,False,,
NIG-000741,2014,False,,True,,
NIG-000742,2014,False,,False,,
NIG-000743,2014,False,,False,,
NIG-000744,2014,True,,True,,
NIG-000745,2014,False,,True,,
NIG-000746,2014,True,,True,,
NIG-000747,2014,True,,False,,
NIG-000748,2014,True,,False,,
NIG-000749,2014,True,,True,,
NIG-000750,2014,True,,False,,
NIG-000751,2014,True,,False,,
NIG-000752,2014,True,,False,,
NIG-000753,2014,False,,True,,
NIG-000754,2014,True,,True,,
NIG-000755,2014,True,,False,,
NIG-000756,2014,True,,False,,
NIG-000757,2014,False,,False,,
NIG-000758,2014,False,,False,,
NIG-000759,2014,False,,False,,
NIG-000760,2014,False,,False,,
NIG-000761,2014,False,,False,,
NIG-000762,2014,False,,False,,
NIG-000763,2014,False,,False,,
NIG-000764,2014,False,,False,,
NIG-000765,2014,True,,False,,
NIG-000766,2014,False,,False,,
NIG-000767,2014,False,,False,,
NIG-000768,2014,False,,False,,
NIG-000769,2014,True,,False,,
NIG-000770,2014,False,,False,,
NIG-000771,2014,True,,True,,
NIG-000772,2014,True,,True,,
NIG-000773,2014,False,,False,,
NIG-000774,2014,False,,False,,
NIG-000775,2014,True,,True,,
NIG-000776,2014,False,,False,,
NIG-000777,2014,True,,False,,
NIG-000778,2014,True,,True,,
NIG-000779,2014,False,,False,,
NIG-000780,2014,False,,False,,
NIG-000781,2014,True,,True,,
NIG-000782,2014,False,,False,,
NIG-000783,2014,False,,False,,
NIG-000784,2014,False,,False,,
NIG-000785,2014,False,,False,,
NIG-000786,2014,True,,True,,
NIG-000787,2014,False,,False,,
NIG-000788,2014,True,,False,,
NIG-000789,2014,True,,False,,
NIG-000790,2014,True,,True,,
NIG-000791,2014,False,,False,,
NIG-000792,2014,True,,True,,
NIG-000793,2014,True,,False,,
NIG-000794,2014,True,,True,,
NIG-000795,2014,False,,False,,
NIG-000796,2014,True,,True,,
NIG-000797,2014,True,,True,,
NIG-000798,2014,False,,True,,
NIG-000799,2014,True,,True,,
NIG-000800,2014,False,,True,,
NIG-000801,2014,True,,True,,
NIG-000802,2014,False,,False,,
NIG-000803,2014,True,,True,,
NIG-000804,2014,True,,True,,
NIG-000805,2014,True,,True,,
NIG-000806,2014,True,,False,,
NIG-000807,2014,True,,False,,
NIG-000808,2014,True,,True,,
NIG-000809,2014,True,,True,,
NIG-000810,2014,False,,True,,
NIG-000811,2014,True,,False,,
NIG-000812,2014,False,,False,,
NIG-000813,2014,False,,True,,
NIG-000814,2014,False,,False,,
NIG-000815,2014,False,,False,,
NIG-000816,2014,False,,False,,
NIG-000817,2014,True,,True,,
